student_id,social_media_hours,netflix_hours,screen_time,internet_quality,exam_score,Pass_Fail
118287,2.8,3.0,11.7,Medium,72,1
118288,3.6,1.5,11.0,Low,73,1
118290,1.9,2.3,9.6,High,74,1
118292,1.7,3.0,12.4,High,93,1
118300,2.5,0.1,7.1,High,88,1
118317,0.9,3.6,11.6,Medium,100,1
118328,0.8,1.0,5.4,Medium,82,1
118341,4.3,1.6,11.2,Low,99,1
118348,0.0,2.4,7.1,Medium,92,1
118354,3.3,1.1,12.4,Low,85,1
118358,2.7,0.5,10.4,Low,97,1
118363,1.0,2.4,9.6,High,100,1
118368,4.5,1.2,12.2,Low,89,1
118374,2.0,1.1,6.3,High,98,1
118378,1.6,1.8,10.7,Low,100,1
118385,4.5,2.5,13.7,Medium,79,1
118393,4.2,3.9,12.4,High,99,1
118396,4.8,3.3,12.3,High,100,1
118398,4.1,3.5,16.2,Medium,95,1
118400,1.5,3.3,7.8,Low,76,1
118413,4.1,0.1,4.9,High,100,1
118414,2.5,0.9,8.3,Medium,90,1
118420,4.5,0.3,11.5,Medium,97,1
118422,1.6,0.1,11.1,Medium,100,1
118426,4.2,1.7,10.4,High,76,1
118434,3.6,1.6,11.4,High,67,1
118435,2.4,0.1,6.8,High,100,1
118439,0.3,1.3,5.5,Medium,100,1
118443,0.2,2.7,5.1,Low,100,1
118445,0.9,3.0,11.9,Low,83,1
118468,0.6,3.5,9.6,High,100,1
118477,5.0,0.4,14.1,Low,96,1
118479,1.9,2.3,9.1,High,100,1
118480,3.4,0.9,13.3,Low,99,1
118483,0.0,0.2,6.1,High,86,1
118488,3.4,1.2,9.0,Low,100,1
118493,4.9,0.8,11.8,Low,94,1
118496,3.4,3.6,15.0,High,100,1
118500,4.8,3.1,15.1,Medium,100,1
118501,1.7,3.0,10.4,Medium,85,1
118504,3.4,0.7,11.5,High,100,1
118509,0.1,1.7,7.7,High,91,1
118513,1.6,3.5,7.0,Low,50,0
118514,4.7,2.5,10.5,Low,100,1
118527,1.6,1.6,7.2,High,89,1
118534,2.7,3.1,8.2,High,100,1
118541,1.0,1.9,8.7,High,98,1
118557,0.3,0.1,2.7,Medium,87,1
118563,2.6,0.4,10.9,Low,96,1
118565,4.8,0.0,9.1,High,67,1
118572,1.0,0.2,6.5,Low,99,1
118574,4.4,0.3,9.7,Medium,85,1
118584,0.1,0.3,7.0,High,94,1
118591,2.5,3.6,14.2,Low,98,1
118593,3.6,3.4,15.2,High,99,1
118596,4.1,1.5,12.5,High,86,1
118601,0.6,2.4,9.5,High,100,1
118606,1.4,2.4,5.3,High,100,1
118615,0.3,2.3,4.2,Medium,83,1
118631,1.9,2.5,12.7,Low,99,1
118666,1.6,3.2,11.5,Medium,97,1
118671,0.0,2.0,6.7,High,69,1
118673,3.5,3.6,10.9,Medium,73,1
118676,0.8,1.7,8.5,Low,58,0
118680,0.7,0.7,11.8,Low,100,1
118689,3.0,3.2,10.0,High,75,1
118703,4.8,1.5,9.4,Medium,76,1
118704,2.7,3.6,15.6,High,99,1
118713,0.4,1.8,3.1,Medium,100,1
118714,2.9,3.4,9.9,High,83,1
118724,1.6,3.4,10.8,Medium,100,1
118726,0.5,0.8,8.5,Medium,100,1
118728,0.2,1.6,8.4,Low,67,1
118729,2.8,3.6,11.1,Medium,97,1
118735,3.8,3.6,14.7,High,88,1
118753,4.0,2.5,11.8,Low,74,1
118756,3.8,0.9,9.0,Medium,100,1
118761,2.6,0.3,11.1,Medium,97,1
118772,2.4,0.3,10.7,Medium,89,1
118773,3.2,2.2,15.2,Medium,100,1
118774,0.7,3.6,8.4,Medium,85,1
118781,0.8,0.7,10.5,Medium,98,1
118789,2.1,0.6,11.1,Low,98,1
118792,1.8,2.9,10.0,Medium,100,1
118793,2.6,0.1,10.3,High,95,1
118797,2.3,2.9,9.3,High,100,1
118800,4.3,0.1,10.5,Medium,95,1
118810,2.5,3.6,14.6,High,89,1
118815,3.7,1.5,11.0,High,68,1
118816,0.6,2.8,9.9,High,74,1
118823,3.3,3.1,14.5,Low,79,1
118826,1.9,0.2,6.1,Low,100,1
118829,1.2,3.9,6.9,Medium,81,1
118831,2.7,1.7,10.5,High,60,1
118834,4.7,2.0,11.8,Medium,97,1
118847,0.7,3.0,9.2,High,98,1
118853,2.7,1.6,10.2,Medium,77,1
118857,2.6,1.1,10.8,Low,79,1
118866,3.3,3.9,15.8,High,100,1
118867,3.7,2.4,10.6,High,75,1
118874,1.7,1.7,8.3,High,90,1
118894,2.1,2.3,10.2,Medium,82,1
118899,4.1,2.5,10.3,Low,95,1
118900,3.5,2.4,9.7,High,100,1
118905,0.3,1.1,10.3,Low,64,1
118908,1.2,3.6,8.4,Low,95,1
118927,3.8,3.5,12.7,Low,79,1
118931,3.3,2.7,16.1,High,100,1
118939,4.1,3.0,12.0,Medium,95,1
118940,1.0,1.8,10.2,Medium,99,1
118951,2.1,3.1,12.0,Medium,83,1
118953,1.7,1.7,8.8,Medium,98,1
118954,3.4,0.7,11.5,Low,85,1
118957,3.1,3.7,17.1,Low,92,1
118962,0.8,0.6,7.6,Medium,90,1
118968,1.3,0.4,8.5,Medium,74,1
118970,0.6,3.3,11.5,High,100,1
118972,4.2,3.9,10.8,High,100,1
118978,0.9,3.1,8.3,High,84,1
118983,0.6,3.1,13.7,Medium,80,1
118984,4.4,0.6,16.2,High,100,1
118986,3.7,1.3,13.1,High,99,1
118990,2.5,0.8,9.2,High,100,1
118998,1.8,2.1,12.6,High,96,1
119003,1.2,3.6,8.6,Medium,85,1
119015,4.8,1.3,15.2,High,94,1
119019,1.3,1.7,9.1,Low,98,1
119026,0.6,3.5,11.2,Medium,98,1
119027,4.1,2.3,14.1,Low,98,1
119029,0.1,3.0,6.3,Low,93,1
119039,1.9,2.4,9.1,High,97,1
119041,1.2,0.3,6.2,High,94,1
119043,3.7,0.0,9.9,Medium,89,1
119045,2.8,3.6,12.7,Medium,95,1
119049,2.5,3.4,12.0,Low,100,1
119069,3.4,2.6,12.2,High,98,1
119073,3.1,3.3,11.9,Low,86,1
119077,4.2,0.8,10.1,High,100,1
119107,0.1,3.8,9.5,Medium,90,1
119112,0.4,0.2,9.9,Medium,99,1
119124,4.1,2.3,9.5,High,90,1
119131,2.4,0.8,9.3,Medium,91,1
119134,0.7,3.9,12.4,Medium,99,1
119135,3.4,2.5,9.7,Low,91,1
119153,4.8,3.1,13.9,High,98,1
119156,4.0,1.0,10.7,High,81,1
119157,3.3,2.6,9.7,High,88,1
119159,3.5,2.6,12.8,Medium,100,1
119160,0.2,2.4,13.2,Low,100,1
119162,1.6,0.5,8.5,Medium,80,1
119167,2.8,3.3,10.7,High,96,1
119172,2.9,2.2,6.6,Low,89,1
119178,2.1,0.7,8.9,Medium,100,1
119196,1.6,1.0,7.5,High,69,1
119203,0.7,0.9,9.6,Medium,92,1
119215,3.9,0.0,9.8,High,76,1
119223,1.1,2.9,9.7,Low,79,1
119230,1.2,1.7,6.6,Medium,56,0
119239,0.2,2.7,9.5,Medium,100,1
119244,2.2,2.1,9.9,Medium,81,1
119247,4.1,0.1,10.9,Medium,97,1
119248,4.2,1.9,15.8,Low,69,1
119258,3.9,1.4,10.5,High,99,1
119261,3.7,3.0,13.9,High,100,1
119263,4.2,3.5,16.3,High,86,1
119265,4.9,1.3,16.7,High,100,1
119268,2.1,1.2,9.2,Medium,76,1
119271,1.6,0.7,12.0,High,78,1
119274,3.0,2.9,13.1,Low,99,1
119279,1.8,2.5,7.0,Low,100,1
119284,0.3,1.8,9.3,High,73,1
119285,2.5,3.5,13.1,Medium,100,1
119292,2.8,2.1,11.1,Low,100,1
119300,1.2,2.6,10.1,Low,100,1
119301,4.1,0.7,9.7,Low,95,1
119312,2.0,1.5,7.4,Medium,87,1
119326,2.1,3.4,7.9,High,78,1
119331,1.2,1.0,7.3,Low,85,1
119334,2.1,1.2,6.1,Low,50,0
119335,1.3,2.2,13.9,High,94,1
119361,1.5,1.6,6.9,High,56,0
119364,3.5,0.8,12.4,High,71,1
119368,4.6,3.4,19.8,Low,98,1
119372,2.0,4.0,8.8,High,98,1
119376,3.1,1.3,10.8,Low,87,1
119383,3.7,1.4,13.1,Low,96,1
119384,4.7,1.4,13.3,Medium,100,1
119385,4.5,0.1,12.0,Low,98,1
119390,4.4,1.8,14.9,High,100,1
119402,0.0,1.6,4.3,High,97,1
119407,0.7,2.4,5.8,Medium,64,1
119408,2.1,1.6,5.3,High,79,1
119411,4.1,3.5,13.3,Medium,80,1
119432,0.4,3.2,10.3,Low,100,1
119433,1.7,1.8,7.0,High,74,1
119441,4.3,1.6,14.8,Low,76,1
119442,1.7,3.9,8.2,High,92,1
119452,1.3,1.9,11.8,High,81,1
119453,0.3,2.5,5.2,Low,56,0
119462,4.8,3.9,17.8,High,93,1
119463,2.7,3.6,11.7,Medium,90,1
119464,0.8,3.7,9.2,Medium,92,1
119476,2.9,2.3,11.4,Low,100,1
119483,4.1,1.3,10.6,Low,100,1
119491,2.5,1.6,11.1,High,56,0
119516,4.2,1.1,12.1,High,91,1
119518,4.2,1.6,8.4,Low,77,1
119527,4.8,1.1,11.5,Low,92,1
119530,3.1,1.8,10.5,Medium,94,1
119539,4.6,3.4,13.9,Medium,86,1
119547,3.7,2.3,11.6,High,100,1
119552,1.3,3.7,11.5,Low,99,1
119554,1.8,3.7,11.6,Low,95,1
119560,3.4,0.8,10.4,High,100,1
119561,3.4,1.2,11.7,Low,97,1
119562,4.1,4.0,14.3,Medium,100,1
119563,0.7,1.3,6.6,High,86,1
119564,3.3,0.9,11.1,Medium,74,1
119586,3.8,2.9,8.4,High,80,1
119587,0.7,0.1,6.8,Medium,100,1
119611,3.4,0.2,9.7,High,80,1
119631,3.4,0.7,10.2,High,82,1
119640,0.9,0.8,8.2,Medium,100,1
119645,0.8,3.0,11.6,Low,95,1
119652,3.9,1.3,12.0,High,100,1
119655,0.6,3.1,9.2,High,92,1
119657,2.2,0.5,9.2,High,82,1
119658,2.6,0.1,8.0,Medium,100,1
119672,4.9,1.9,12.7,High,75,1
119685,2.2,3.2,9.8,High,94,1
119689,1.0,3.0,8.2,Medium,100,1
119700,0.9,3.5,7.2,Low,94,1
119706,2.4,0.4,8.4,Medium,92,1
119708,1.0,3.2,11.4,Low,94,1
119716,2.5,0.1,10.6,High,78,1
119721,1.9,1.2,8.3,High,93,1
119722,1.6,1.1,7.4,Low,86,1
119725,2.3,3.0,13.2,Low,100,1
119728,4.5,3.6,15.3,Medium,100,1
119737,3.3,4.0,11.2,High,98,1
119756,2.8,3.2,14.7,Low,99,1
119757,2.0,3.6,10.0,Medium,90,1
119776,3.2,0.6,8.9,Medium,89,1
119777,1.7,2.9,11.8,Low,85,1
119789,0.5,2.3,8.5,High,87,1
119802,0.9,0.1,5.4,High,96,1
119836,0.8,0.5,5.7,Low,90,1
119838,4.5,3.1,11.2,Medium,100,1
119841,3.4,1.9,13.5,High,93,1
119869,1.9,3.6,11.2,Medium,98,1
119878,3.6,3.6,11.7,Medium,100,1
119880,1.2,2.8,12.2,Medium,96,1
119884,0.9,0.1,3.5,Low,100,1
119886,4.8,0.7,12.3,Medium,100,1
119893,3.9,3.9,14.1,Medium,93,1
119909,3.8,3.4,12.9,Medium,100,1
119912,0.5,2.1,10.8,Medium,97,1
119914,2.9,2.5,10.8,Medium,75,1
119925,2.3,1.5,5.6,Medium,90,1
119926,4.3,0.9,12.8,High,97,1
119933,4.0,2.0,11.8,Low,90,1
119937,3.1,2.3,11.3,High,100,1
119938,1.5,3.6,12.1,Low,86,1
119939,0.2,2.8,12.0,Medium,97,1
119940,0.8,3.9,10.1,Medium,96,1
119947,4.1,2.4,13.4,High,98,1
119957,4.5,3.4,15.5,Low,99,1
119971,4.1,0.1,11.7,High,81,1
119972,3.5,3.6,10.5,High,97,1
119984,1.8,0.8,8.5,High,91,1
119994,0.1,1.1,5.1,High,99,1
119996,1.4,0.7,8.0,High,100,1
120001,1.7,0.3,4.8,Low,78,1
120005,4.8,0.7,11.0,High,98,1
120013,4.7,2.8,14.5,High,89,1
120017,0.7,3.1,10.2,High,99,1
120019,2.6,3.5,11.4,Low,100,1
120024,0.2,1.6,9.2,Low,100,1
120026,0.4,2.8,10.3,Medium,100,1
120027,4.9,2.0,15.1,Medium,98,1
120029,0.0,0.3,4.7,Low,79,1
120037,1.6,0.9,10.9,Medium,100,1
120040,4.7,2.3,13.5,Low,100,1
120041,2.4,0.3,6.0,High,85,1
120053,2.9,0.9,11.5,Medium,100,1
120057,4.9,2.4,11.1,Medium,98,1
120062,3.8,1.2,11.2,High,92,1
120071,4.8,0.6,17.0,Medium,100,1
120088,0.8,0.0,7.7,High,100,1
120090,3.7,0.3,8.5,Low,90,1
120096,1.9,2.4,13.0,Low,100,1
120097,1.1,3.0,13.6,Low,100,1
120099,3.6,3.3,12.8,High,94,1
120106,4.5,2.5,14.6,Medium,100,1
120109,4.7,3.7,12.6,Low,95,1
120114,0.7,3.3,10.3,High,99,1
120115,2.5,1.7,8.4,High,71,1
120119,4.3,3.2,15.7,High,97,1
120122,4.1,2.5,13.8,High,100,1
120131,3.0,1.9,10.7,Low,100,1
120137,2.2,0.0,6.9,High,81,1
120154,4.1,3.7,16.4,Low,77,1
120156,1.8,1.5,10.2,Low,73,1
120157,2.5,3.6,10.7,Medium,97,1
120182,3.3,0.8,9.8,High,80,1
120183,1.8,3.0,11.9,Medium,100,1
120204,4.3,2.6,12.1,Medium,87,1
120206,4.8,3.6,12.7,High,67,1
120216,1.7,2.3,12.5,Low,100,1
120217,4.2,2.7,10.0,High,55,0
120223,4.8,0.9,10.9,High,81,1
120231,1.7,0.6,7.6,Low,96,1
120237,1.4,2.9,10.3,Low,98,1
120238,3.6,1.0,12.5,Medium,91,1
120247,1.6,3.7,11.1,High,82,1
120263,1.7,3.3,8.9,Low,77,1
120271,2.4,3.0,11.5,Medium,72,1
120275,4.5,0.6,8.0,High,92,1
120277,0.1,0.1,2.9,Low,93,1
120286,1.8,2.1,10.5,High,76,1
120295,1.9,0.2,4.2,Low,100,1
120297,2.4,3.8,9.3,High,100,1
120298,0.2,0.3,4.9,Low,100,1
120300,0.1,3.3,8.3,Low,93,1
120313,3.7,0.0,11.1,Medium,90,1
120314,1.5,1.0,8.3,Medium,95,1
120319,0.7,3.0,9.1,Medium,87,1
120325,2.4,0.1,7.8,Low,85,1
120330,3.1,1.1,6.4,Low,91,1
120332,3.3,3.9,12.9,High,100,1
120347,4.0,2.2,14.5,Medium,100,1
120357,2.9,1.2,9.8,Low,99,1
120366,4.1,0.3,12.6,High,70,1
120367,1.4,1.2,8.9,High,99,1
120381,2.9,2.3,7.6,Medium,76,1
120383,4.8,3.4,13.3,Medium,100,1
120386,2.1,0.7,10.6,Low,99,1
120388,2.4,0.0,7.2,Medium,100,1
120390,4.7,0.5,15.7,Medium,74,1
120399,4.5,0.4,9.8,Low,92,1
120409,0.9,1.3,8.5,High,92,1
120420,4.5,2.1,12.8,High,95,1
120433,0.4,0.7,10.4,High,96,1
120438,0.9,1.2,6.7,Medium,79,1
120441,4.8,3.0,13.4,Medium,88,1
120449,1.8,1.8,9.6,Medium,69,1
120451,4.6,1.4,12.5,High,78,1
120452,4.4,1.5,11.1,Low,68,1
120456,0.3,2.9,8.9,Medium,91,1
120474,5.0,1.2,15.0,High,91,1
120476,4.2,3.9,18.9,Medium,100,1
120479,1.2,1.5,11.8,Medium,92,1
120480,1.0,2.9,13.6,High,82,1
120501,1.6,0.7,4.5,High,76,1
120502,0.4,1.4,2.5,Medium,65,1
120503,3.1,3.9,15.4,Medium,70,1
120506,4.6,1.0,12.2,Medium,99,1
120509,0.0,2.4,9.8,High,97,1
120510,2.3,0.4,11.1,Low,100,1
120514,0.6,1.5,6.8,Low,86,1
120526,3.4,1.4,9.9,Low,88,1
120531,0.1,3.6,9.5,Medium,98,1
120539,1.1,4.0,11.2,Low,87,1
120555,1.3,1.2,4.4,Low,94,1
120575,2.9,0.8,12.6,High,100,1
120576,4.5,1.1,11.8,High,100,1
120580,0.3,3.6,8.9,Low,94,1
120584,2.4,1.3,9.4,High,97,1
120586,1.5,3.3,13.7,Low,95,1
120587,0.0,4.0,11.1,Medium,100,1
120588,2.1,3.0,9.1,Low,85,1
120589,4.8,1.8,10.9,High,94,1
120591,1.7,2.3,10.9,Low,87,1
120596,0.2,3.8,9.2,Medium,97,1
120606,1.2,1.7,6.9,High,83,1
120626,0.7,3.9,11.8,High,100,1
120635,2.3,2.0,11.4,Medium,100,1
120637,0.5,2.9,8.7,High,99,1
120638,2.5,4.0,14.1,Low,94,1
120642,2.2,0.6,8.8,Low,80,1
120644,3.2,1.5,12.0,High,100,1
120645,3.6,0.7,9.4,Medium,83,1
120648,3.6,3.9,16.5,High,96,1
120665,0.6,2.1,9.9,High,79,1
120666,1.5,1.8,9.0,Medium,68,1
120669,2.4,2.6,8.3,Medium,88,1
120671,0.3,3.0,12.8,Low,100,1
120672,2.2,3.1,11.4,Medium,92,1
120676,4.3,3.7,13.0,Low,100,1
120683,1.4,3.5,9.3,Medium,93,1
120692,3.6,0.1,8.4,High,94,1
120697,2.4,0.0,10.1,Low,97,1
120710,1.5,2.9,11.3,Low,100,1
120724,2.6,2.7,11.8,High,84,1
120733,3.0,3.2,11.3,High,97,1
120738,1.8,3.8,9.9,Medium,96,1
120744,4.5,3.3,14.2,Low,88,1
120745,0.9,0.7,8.2,High,93,1
120749,3.3,2.7,9.1,High,94,1
120754,3.8,2.0,14.6,Medium,99,1
120761,3.6,1.0,9.9,Medium,90,1
120766,2.4,3.7,9.0,Low,92,1
120771,1.8,3.0,10.0,High,100,1
120779,1.5,1.7,9.8,Medium,95,1
120787,1.4,1.7,8.7,Low,96,1
120797,1.7,2.4,7.4,Medium,74,1
120803,2.0,3.4,11.8,High,96,1
120822,4.4,3.5,13.4,Low,87,1
120825,1.7,2.0,10.4,Medium,100,1
120828,0.6,0.8,9.3,Low,98,1
120839,0.1,2.2,8.1,Low,97,1
120848,0.5,1.7,8.9,High,100,1
120856,2.1,1.1,9.4,Medium,78,1
120858,4.3,3.7,13.8,High,95,1
120859,0.2,2.3,10.8,Medium,99,1
120874,0.8,1.7,7.2,Medium,99,1
120877,2.8,3.0,13.0,High,95,1
120878,0.4,2.9,9.5,Low,100,1
120891,1.5,2.3,9.1,High,95,1
120900,1.1,3.9,8.4,Low,100,1
120908,2.1,3.2,14.3,High,92,1
120909,3.3,2.8,7.5,Medium,98,1
120915,4.0,1.4,7.1,Low,70,1
120920,1.3,2.4,13.3,Medium,100,1
120921,4.6,2.0,11.9,Low,91,1
120923,0.9,0.0,4.9,High,100,1
120925,1.8,2.7,11.5,High,92,1
120942,2.4,2.4,9.5,Low,83,1
120950,3.4,0.4,8.0,Medium,79,1
120952,4.2,3.3,12.4,Low,100,1
120956,0.6,2.6,10.3,High,88,1
120963,3.5,2.5,15.6,Low,100,1
120974,1.5,0.3,8.6,High,94,1
120986,2.0,0.0,9.6,Medium,84,1
120990,0.8,2.3,5.7,Medium,77,1
120991,2.3,0.6,9.4,Low,74,1
121010,0.4,3.9,9.9,Medium,92,1
121030,4.0,1.1,12.6,Medium,100,1
121034,2.7,0.9,11.3,Medium,99,1
121038,2.8,3.6,13.9,Low,93,1
121045,0.8,2.5,10.7,Medium,96,1
121059,1.2,3.9,8.8,Medium,88,1
121066,0.5,0.3,6.3,Low,60,1
121068,0.5,2.2,5.9,Low,100,1
121077,0.4,1.8,6.6,Low,100,1
121078,2.9,3.1,12.3,Medium,91,1
121089,3.5,3.6,14.8,Medium,88,1
121101,1.4,0.4,4.5,Medium,63,1
121105,4.2,3.6,13.4,Medium,97,1
121118,4.7,2.3,15.1,Low,92,1
121120,0.3,0.4,8.7,Low,99,1
121130,2.0,1.7,8.9,High,92,1
121131,2.1,0.7,9.8,Low,86,1
121136,0.4,3.9,7.7,Medium,85,1
121141,2.1,1.0,10.1,Medium,91,1
121143,3.3,0.2,7.1,High,95,1
121152,0.9,3.0,9.5,Low,100,1
121167,2.8,2.0,14.9,Medium,100,1
121173,3.4,3.2,17.3,Low,98,1
121174,4.5,3.1,12.9,Medium,94,1
121175,0.2,1.1,7.4,High,91,1
121182,0.1,1.8,4.0,Low,93,1
121183,3.4,1.1,9.4,High,91,1
121186,4.4,0.6,9.6,High,89,1
121187,2.8,3.5,13.9,Low,94,1
121194,2.0,1.4,10.8,Medium,77,1
121201,2.5,1.0,11.8,Low,92,1
121202,1.8,3.3,11.5,High,87,1
121208,2.7,1.3,9.4,High,99,1
121210,2.5,1.0,6.0,High,69,1
121211,3.3,2.8,8.7,Low,85,1
121212,4.9,2.1,8.4,Low,90,1
121216,5.0,3.6,12.9,High,80,1
121218,1.7,0.9,10.2,High,78,1
121222,1.3,0.3,6.5,Low,87,1
121231,0.9,3.2,8.4,Low,99,1
121234,2.4,2.5,11.2,Medium,81,1
121243,2.3,3.2,10.5,Low,77,1
121246,0.1,2.5,7.0,High,100,1
121250,3.6,1.9,12.2,High,100,1
121263,3.3,0.4,8.5,Low,80,1
121266,1.3,3.5,10.6,High,100,1
121273,3.1,1.8,12.0,High,75,1
121275,4.0,3.1,14.6,High,99,1
121277,4.2,1.1,10.4,Low,76,1
121280,4.4,0.7,13.5,High,57,0
121299,3.4,0.1,9.3,Low,74,1
121315,3.3,3.9,12.9,Low,58,0
121317,1.0,0.9,5.0,Medium,72,1
121319,4.7,3.7,14.7,Low,87,1
121323,2.4,2.6,15.4,High,96,1
121326,2.2,3.5,9.9,Low,89,1
121337,3.6,3.2,11.0,Low,54,0
121339,2.4,0.3,8.5,High,100,1
121342,2.8,3.2,13.0,Low,94,1
121345,2.3,1.0,8.5,Low,100,1
121354,4.1,3.4,13.4,Low,75,1
121359,3.3,3.9,13.2,Low,100,1
121362,2.5,3.5,12.9,High,78,1
121368,4.0,1.4,14.4,Low,92,1
121370,4.3,1.1,8.5,High,77,1
121377,2.7,1.6,10.4,High,84,1
121382,4.5,2.9,14.1,Medium,100,1
121391,0.5,0.7,2.4,Medium,51,0
121394,4.0,1.8,18.7,Medium,89,1
121411,0.4,1.7,3.0,Low,65,1
121413,0.5,1.6,6.9,Medium,92,1
121414,2.4,3.0,12.7,High,75,1
121416,4.0,0.2,10.7,Medium,100,1
121426,3.2,0.3,9.1,Low,96,1
121428,3.1,0.1,7.2,Low,100,1
121436,1.4,1.3,12.6,Low,85,1
121441,1.8,2.0,5.4,High,80,1
121442,4.2,0.8,11.3,Low,98,1
121456,0.8,1.5,4.4,Low,88,1
121460,1.3,1.1,9.7,Low,89,1
121467,2.4,3.6,15.8,High,94,1
121469,3.5,1.4,12.4,Low,96,1
121470,0.4,3.1,7.9,Medium,97,1
121473,0.3,2.3,8.3,Low,100,1
121479,4.0,2.5,12.7,Low,86,1
121484,2.9,3.9,10.0,Low,97,1
121512,4.2,0.7,14.1,High,90,1
121523,3.3,1.1,5.2,Low,91,1
121531,1.8,1.6,7.5,Medium,100,1
121534,3.2,0.3,7.1,Medium,69,1
121540,2.2,3.6,12.2,Medium,100,1
121545,2.3,1.0,10.9,Medium,91,1
121547,0.1,0.1,7.4,Medium,100,1
121552,2.9,1.5,9.6,High,100,1
121581,2.4,3.8,11.7,Medium,96,1
121585,0.4,0.2,8.6,Medium,78,1
121610,0.4,0.5,7.6,Low,100,1
121611,3.9,1.1,10.7,High,75,1
121614,1.8,0.1,6.0,Medium,84,1
121617,2.4,1.2,10.0,High,100,1
121618,1.6,2.5,6.3,Low,87,1
121627,4.5,2.7,13.9,Low,100,1
121640,4.4,1.1,10.7,Medium,95,1
121641,4.3,0.5,10.9,High,100,1
121646,1.0,3.9,13.4,High,100,1
121650,1.1,1.6,6.0,Medium,100,1
121657,0.7,3.9,10.2,High,96,1
121666,0.8,3.5,9.8,High,99,1
121676,2.6,1.4,8.9,Low,97,1
121678,3.6,2.3,10.2,Medium,76,1
121685,0.7,0.8,5.4,High,88,1
121687,0.0,2.1,13.4,Medium,97,1
121690,3.0,1.7,15.0,Low,100,1
121695,1.3,2.9,11.3,Medium,81,1
121696,3.6,0.9,9.7,Medium,59,0
121707,1.6,3.6,12.8,High,100,1
121712,2.8,1.5,14.1,High,82,1
121713,3.5,1.3,10.5,Low,100,1
121715,4.3,1.7,7.8,High,100,1
121720,1.2,3.5,9.0,High,99,1
121721,3.3,1.4,11.6,High,95,1
121725,1.1,1.5,9.8,Low,100,1
121726,4.1,1.1,10.7,Low,94,1
121730,1.1,3.3,11.8,High,83,1
121732,3.9,3.5,13.2,Medium,91,1
121734,0.1,2.9,8.4,High,98,1
121736,1.9,0.8,8.9,High,88,1
121741,3.8,0.9,12.2,High,89,1
121743,4.7,3.5,13.4,High,96,1
121746,2.6,3.5,11.6,Low,80,1
121750,2.9,1.3,11.1,Low,98,1
121751,1.4,2.1,7.8,High,61,1
121754,2.4,2.6,7.7,Medium,67,1
121763,4.8,2.8,13.1,Low,76,1
121766,2.6,0.4,8.1,Medium,79,1
121769,3.7,3.7,11.3,Low,75,1
121770,0.9,2.2,8.9,High,100,1
121780,3.2,3.5,12.3,Low,86,1
121783,4.1,1.5,12.9,Low,100,1
121787,5.0,2.5,10.7,Medium,81,1
121788,0.9,0.5,7.3,Low,90,1
121807,4.3,2.4,11.2,Medium,92,1
121809,4.3,1.2,10.6,High,95,1
121810,3.3,2.6,12.9,Low,96,1
121820,4.5,0.3,9.5,Low,92,1
121824,2.3,1.4,9.3,High,65,1
121825,2.8,2.8,9.7,Medium,93,1
121828,4.5,0.6,9.0,High,97,1
121843,1.9,0.0,9.9,High,94,1
121844,0.7,2.1,11.7,High,100,1
121846,1.8,1.2,8.8,Medium,83,1
121851,2.1,3.0,10.6,Medium,92,1
121860,0.8,2.1,5.0,Medium,86,1
121861,2.0,2.9,10.8,High,100,1
121866,4.1,0.2,11.7,High,94,1
121869,1.4,0.6,6.6,Medium,83,1
121873,0.9,0.9,6.7,High,75,1
121874,4.6,4.0,15.1,Medium,100,1
121882,1.3,3.8,13.9,High,95,1
121886,0.3,3.1,11.4,Low,95,1
121899,4.6,0.3,10.1,High,96,1
121916,3.3,0.2,8.1,High,100,1
121933,4.9,3.2,11.7,Medium,68,1
121936,4.7,3.7,13.3,Medium,70,1
121944,1.0,2.2,8.1,Low,100,1
121951,0.2,3.9,8.8,Low,100,1
121958,3.6,2.0,12.4,Low,97,1
121962,3.9,0.8,10.8,Low,100,1
121974,3.4,1.0,9.0,Medium,85,1
121976,1.4,0.5,11.3,Medium,92,1
121977,1.8,0.4,8.6,Low,100,1
121979,3.3,1.0,14.2,Medium,93,1
121981,0.7,3.1,11.6,High,100,1
121983,4.2,2.1,10.8,Medium,66,1
121986,3.6,0.5,10.5,Medium,67,1
121995,2.3,1.3,14.5,Medium,95,1
122008,4.0,2.1,8.5,Medium,100,1
122011,1.8,3.7,11.4,Low,100,1
122029,1.9,3.1,6.8,Medium,90,1
122037,4.8,2.8,12.9,Low,83,1
122041,0.1,3.6,11.0,Low,95,1
122047,4.4,0.1,7.8,Medium,54,0
122053,2.0,2.6,13.0,Low,100,1
122058,0.9,3.4,4.4,Medium,100,1
122073,0.4,2.5,7.1,Medium,96,1
122079,4.4,0.4,8.6,Low,100,1
122094,1.1,1.6,11.8,Medium,89,1
122096,1.8,1.2,12.5,Medium,86,1
122110,4.2,1.7,14.3,High,100,1
122119,4.6,2.0,10.5,Medium,70,1
122123,1.5,1.1,6.5,Medium,86,1
122127,1.2,3.3,10.3,Medium,97,1
122129,4.2,2.4,15.4,Medium,97,1
122136,4.3,3.3,10.8,Medium,75,1
122146,2.0,2.4,10.8,High,92,1
122157,1.4,1.9,9.0,High,83,1
122159,3.2,1.1,12.2,Low,99,1
122166,4.2,3.6,15.3,High,94,1
122174,3.0,2.7,10.2,High,76,1
