student_id,mental_health_rating,exam_anxiety_score,stress_level,sleep_hours,diet_quality,exercise_frequency,exam_score,Pass_Fail
107944,10.0,10,4.3,6.0,Fair,6,98,1
107954,3.5,7,2.8,7.3,Poor,6,90,1
107956,6.0,10,8.2,9.7,Fair,2,99,1
107958,4.5,8,5.9,6.3,Poor,4,87,1
107967,7.1,6,5.9,8.7,Fair,2,93,1
107971,6.9,10,5.9,7.4,Good,7,100,1
107979,7.8,10,1.0,9.4,Good,4,100,1
107980,9.9,10,6.8,4.9,Good,5,69,1
107989,5.4,8,5.8,8.8,Good,0,68,1
108006,8.6,7,5.6,6.0,Fair,1,95,1
108007,5.2,10,6.6,8.7,Poor,0,68,1
108010,5.5,10,5.7,8.9,Good,7,82,1
108011,10.0,7,3.3,8.9,Good,1,99,1
108012,6.6,8,1.0,10.4,Good,6,94,1
108020,8.8,10,4.0,9.1,Poor,7,97,1
108024,5.8,10,6.2,6.8,Good,5,81,1
108026,10.0,10,6.1,9.6,Good,3,100,1
108047,6.7,10,7.5,7.0,Fair,0,82,1
108064,5.8,9,9.2,7.1,Good,5,100,1
108076,5.9,10,4.4,6.5,Poor,0,100,1
108079,3.2,9,4.9,7.8,Good,3,73,1
108080,9.3,10,4.7,7.5,Fair,2,92,1
108085,9.3,8,5.2,9.1,Good,5,94,1
108095,6.7,10,6.5,5.7,Good,5,71,1
108107,4.6,8,4.9,7.6,Fair,6,100,1
108109,8.9,7,3.7,5.7,Good,7,95,1
108113,9.6,10,4.7,9.7,Good,6,95,1
108116,5.2,10,6.1,7.2,Poor,7,68,1
108122,5.8,10,4.7,9.1,Good,4,93,1
108138,7.9,10,5.0,8.0,Good,0,91,1
108139,8.5,8,4.8,6.5,Good,6,83,1
108140,8.8,10,4.6,7.8,Fair,3,64,1
108142,4.4,10,6.9,7.4,Fair,6,100,1
108145,4.7,8,3.0,4.9,Good,2,86,1
108146,6.7,10,4.8,9.4,Good,3,88,1
108148,10.0,9,5.8,5.9,Good,5,71,1
108150,4.6,10,8.6,8.1,Good,6,73,1
108160,6.3,10,3.2,8.2,Good,7,84,1
108169,5.9,6,4.4,11.0,Good,3,93,1
108179,6.4,6,2.3,9.6,Good,2,93,1
108181,3.5,8,1.0,6.2,Good,1,96,1
108183,9.0,8,6.8,6.6,Good,6,90,1
108189,4.7,10,5.1,4.7,Good,7,69,1
108194,10.0,10,3.6,6.2,Good,7,58,0
108222,3.4000000000000004,5,7.9,9.5,Good,5,96,1
108224,8.4,6,2.3,6.6,Good,3,100,1
108258,4.4,5,5.3,6.4,Good,2,81,1
108259,4.7,10,6.4,6.8,Fair,0,66,1
108271,6.9,5,3.7,6.1,Good,1,99,1
108272,6.6,10,4.3,9.3,Good,1,100,1
108273,8.8,5,4.7,4.0,Fair,6,99,1
108288,7.4,7,6.8,4.9,Fair,5,86,1
108292,10.0,10,7.0,5.8,Good,2,79,1
108293,7.6,10,6.8,5.9,Fair,4,73,1
108294,4.7,7,3.9,5.1,Fair,4,100,1
108297,6.2,10,5.2,8.0,Good,0,86,1
108299,4.2,10,8.0,7.8,Fair,3,80,1
108303,5.3,7,4.4,7.4,Good,2,93,1
108304,5.7,9,4.9,7.4,Good,3,73,1
108331,5.8,6,7.3,8.1,Fair,7,100,1
108332,7.0,10,4.9,6.4,Fair,2,91,1
108338,3.8,9,3.5,6.3,Good,5,83,1
108345,10.0,10,3.7,6.7,Good,5,100,1
108349,6.2,8,6.7,7.2,Fair,6,94,1
108354,6.7,10,3.7,8.8,Good,3,86,1
108356,7.2,5,4.2,5.0,Poor,4,84,1
108362,6.2,7,3.1,6.4,Good,2,100,1
108368,3.6,8,6.7,5.8,Good,3,98,1
108369,6.8,7,6.3,6.0,Good,7,89,1
108379,6.4,10,6.6,4.2,Good,5,94,1
108383,5.6,6,5.3,9.0,Good,2,100,1
108391,4.9,10,1.9,5.8,Fair,6,97,1
108392,5.3,10,7.2,4.0,Fair,6,84,1
108407,4.9,9,4.3,6.5,Poor,5,98,1
108413,8.3,5,5.5,6.5,Fair,4,100,1
108418,2.8,10,7.4,7.8,Fair,4,71,1
108419,4.6,10,6.9,6.3,Poor,4,66,1
108423,5.4,10,6.5,7.6,Good,5,83,1
108424,10.0,9,3.4,7.0,Fair,2,99,1
108428,6.3,10,6.8,5.0,Good,1,76,1
108442,6.3,10,4.3,7.9,Poor,5,98,1
108445,7.4,8,2.3,10.5,Poor,2,96,1
108446,9.4,10,4.6,4.9,Fair,6,63,1
108447,10.0,10,2.7,6.2,Good,7,100,1
108451,8.4,10,5.0,7.8,Good,1,86,1
108453,7.8,8,2.8,7.9,Fair,5,100,1
108466,8.0,10,3.7,8.7,Fair,1,100,1
108468,2.4,6,1.4,6.6,Poor,0,99,1
108472,6.8,7,5.9,5.7,Fair,3,97,1
108477,9.8,6,5.1,9.4,Fair,5,100,1
108481,4.5,10,4.8,4.9,Fair,3,100,1
108486,6.7,10,4.6,8.2,Good,4,95,1
108489,6.5,10,3.1,5.8,Good,0,100,1
108490,9.5,7,4.1,6.8,Good,0,91,1
108492,10.0,5,5.5,5.6,Good,0,100,1
108497,7.3,10,4.6,7.6,Fair,6,86,1
108498,4.8,10,6.2,8.5,Good,0,100,1
108508,7.3,10,3.6,7.1,Good,5,99,1
108513,5.0,10,8.7,5.2,Good,3,100,1
108515,7.2,10,3.5,4.0,Fair,1,93,1
108520,4.8,10,6.2,7.0,Fair,1,63,1
108531,3.6,10,9.8,6.3,Fair,0,73,1
108534,6.1,7,6.7,5.4,Good,1,98,1
108539,8.8,9,4.6,5.2,Good,0,100,1
108547,3.9,10,4.5,4.0,Good,1,60,1
108566,5.6,9,4.7,6.0,Fair,7,94,1
108571,6.5,6,3.4,5.7,Good,5,83,1
108572,10.0,8,3.3,5.4,Good,3,68,1
108579,9.4,5,6.1,7.8,Good,0,76,1
108585,6.3,10,4.7,5.8,Good,6,91,1
108588,8.2,9,4.7,8.4,Poor,5,97,1
108594,7.1,10,5.6,6.2,Good,7,100,1
108610,7.0,7,4.8,6.0,Good,3,78,1
108612,8.1,10,1.0,5.7,Good,3,97,1
108616,5.0,10,7.5,6.1,Fair,1,76,1
108624,4.2,9,8.5,8.1,Good,4,95,1
108628,7.1,10,7.6,7.0,Poor,0,100,1
108631,9.4,9,5.7,6.9,Poor,7,98,1
108632,8.7,10,6.9,7.4,Good,0,91,1
108636,5.4,8,5.3,8.7,Fair,2,93,1
108660,8.2,9,2.4,6.2,Good,7,84,1
108667,5.4,10,6.6,6.7,Good,0,100,1
108670,5.9,10,9.3,7.5,Good,0,79,1
108673,10.0,10,1.6,6.1,Good,1,66,1
108677,3.4,7,3.6,8.1,Good,2,99,1
108679,6.8,8,9.2,6.5,Good,3,90,1
108682,7.699999999999999,10,7.1,7.4,Good,6,60,1
108688,4.8,9,5.0,6.6,Good,7,94,1
108696,3.9,8,7.3,6.3,Fair,1,75,1
108701,4.6,9,9.1,5.5,Fair,6,93,1
108707,10.0,5,3.8,5.7,Fair,5,100,1
108710,7.6,7,4.9,7.4,Fair,4,87,1
108719,3.1,10,4.9,5.3,Fair,3,79,1
108724,6.5,10,2.7,7.1,Fair,6,100,1
108725,8.1,10,5.9,7.4,Good,1,100,1
108726,7.2,10,4.3,5.5,Fair,2,100,1
108727,5.0,10,4.5,5.5,Good,4,97,1
108728,5.3,8,8.3,6.5,Poor,4,92,1
108731,7.300000000000001,6,8.3,9.2,Good,2,99,1
108745,3.6,10,5.5,7.0,Good,7,68,1
108747,5.6,10,7.6,4.0,Poor,3,72,1
108748,6.4,7,3.6,9.9,Good,6,100,1
108771,9.5,10,6.2,5.9,Good,3,78,1
108800,4.5,5,3.1,5.1,Fair,5,96,1
108803,3.1,10,8.6,4.0,Good,3,80,1
108816,7.8,10,5.8,8.3,Good,4,95,1
108822,5.9,6,3.5,6.3,Good,7,91,1
108824,6.3,10,4.7,7.7,Fair,0,100,1
108827,7.3,10,5.2,6.1,Fair,6,96,1
108831,7.0,10,8.6,4.3,Fair,3,87,1
108832,5.3,5,10.0,6.1,Fair,6,94,1
108833,5.0,6,4.9,6.6,Good,2,100,1
108837,5.4,10,2.4,9.3,Good,1,98,1
108843,8.4,10,1.9,7.2,Good,3,72,1
108857,10.0,10,2.4,7.1,Good,4,96,1
108858,10.0,10,6.2,5.5,Fair,5,100,1
108870,5.0,6,3.0,7.9,Good,5,100,1
108874,4.6,5,3.7,5.4,Fair,5,97,1
108879,8.0,8,3.2,7.5,Poor,2,100,1
108880,4.9,10,4.8,4.0,Good,7,81,1
108887,10.0,5,3.8,7.7,Good,7,96,1
108888,8.1,10,6.1,4.7,Good,2,88,1
108913,8.5,10,4.0,6.1,Fair,1,81,1
108914,5.4,6,3.2,9.1,Fair,1,97,1
108922,7.5,10,3.8,4.5,Poor,5,93,1
108924,8.2,10,3.2,6.1,Poor,6,93,1
108934,5.8,10,3.5,6.3,Good,0,100,1
108936,9.3,10,4.8,8.3,Good,4,88,1
108940,4.6,10,3.7,7.1,Good,7,70,1
108945,10.0,8,6.5,7.9,Good,7,97,1
108952,7.3,10,2.0,5.0,Good,1,92,1
108954,5.6,8,4.8,8.7,Good,3,100,1
108956,6.0,5,6.3,5.5,Poor,0,97,1
108959,10.0,9,3.9,7.4,Fair,1,100,1
108960,4.6,7,3.4,9.3,Good,0,91,1
108963,7.7,6,1.9,6.2,Good,4,89,1
108970,2.7,10,8.2,6.8,Good,4,100,1
108972,9.2,10,6.7,7.8,Fair,0,91,1
108976,4.6,9,2.5,7.4,Fair,7,96,1
108995,8.5,10,5.4,5.7,Good,4,93,1
108998,4.1,9,6.0,7.3,Good,7,74,1
108999,3.5,7,1.0,8.4,Good,3,100,1
109002,9.1,10,3.8,8.4,Fair,5,100,1
109004,8.6,10,4.4,7.9,Good,5,100,1
109005,8.0,10,4.0,7.1,Fair,0,87,1
109014,5.4,10,2.7,8.6,Good,1,82,1
109019,9.4,9,4.7,4.9,Poor,7,100,1
109028,10.0,8,4.4,5.3,Fair,0,99,1
109032,4.6,5,6.6,6.7,Fair,6,98,1
109037,8.9,9,5.1,5.6,Good,5,79,1
109044,7.6,10,8.8,8.0,Fair,0,94,1
109070,8.5,10,5.9,9.8,Poor,4,97,1
109075,5.9,10,7.2,6.7,Fair,5,64,1
109079,8.0,10,1.0,4.9,Poor,2,86,1
109083,7.2,8,4.6,9.4,Poor,1,64,1
109087,5.4,10,4.2,5.9,Good,7,99,1
109095,5.9,7,4.7,9.0,Poor,1,100,1
109098,7.1,10,3.6,7.5,Good,1,100,1
109101,10.0,9,1.0,7.5,Good,2,96,1
109105,9.6,10,5.9,7.5,Fair,5,100,1
109115,4.0,10,7.9,7.7,Good,7,96,1
109121,6.1,5,5.6,7.5,Poor,2,92,1
109122,8.4,10,5.3,5.3,Fair,1,62,1
109144,7.800000000000001,10,7.1,8.1,Good,4,100,1
109146,6.3,6,3.4,6.6,Fair,4,97,1
109155,7.3,10,2.3,6.2,Fair,7,67,1
109163,8.2,10,4.6,5.0,Good,4,100,1
109174,8.0,10,5.3,8.6,Fair,0,92,1
109181,8.2,10,3.2,8.5,Good,5,94,1
109185,5.8,7,8.0,5.1,Fair,7,100,1
109195,9.0,8,6.4,4.6,Poor,4,84,1
109209,5.9,10,8.5,5.0,Good,4,79,1
109211,10.0,8,4.1,7.2,Fair,5,91,1
109212,9.9,10,4.5,7.0,Poor,1,83,1
109219,6.7,8,6.5,5.3,Good,0,77,1
109226,6.6,10,4.4,4.0,Good,7,75,1
109228,3.9,10,4.4,9.6,Fair,4,68,1
109229,4.5,6,4.2,6.9,Fair,7,98,1
109234,5.2,7,3.0,6.1,Good,4,86,1
109237,7.0,7,9.1,7.3,Good,4,70,1
109257,6.8,7,6.3,9.2,Good,4,93,1
109260,7.6,10,5.1,5.1,Fair,3,83,1
109266,9.0,8,4.1,10.2,Poor,5,91,1
109269,6.1,10,4.4,5.0,Fair,5,100,1
109272,6.5,10,5.6,7.1,Fair,6,100,1
109284,8.1,10,3.9,8.6,Fair,1,100,1
109288,4.8,6,5.6,7.9,Poor,4,100,1
109305,6.4,10,6.4,10.8,Fair,1,100,1
109308,7.5,10,7.3,11.9,Good,2,92,1
109326,8.1,5,2.2,10.0,Good,0,85,1
109338,2.9,10,7.1,7.3,Good,5,86,1
109341,9.5,10,3.9,6.4,Fair,2,86,1
109347,1.5,6,5.2,8.7,Fair,3,100,1
109352,3.7,9,3.1,9.1,Fair,2,100,1
109354,10.0,10,6.5,6.4,Good,3,73,1
109357,6.5,9,3.0,8.4,Poor,1,94,1
109361,6.3,10,8.6,6.2,Poor,0,92,1
109366,8.9,10,4.7,6.0,Good,1,100,1
109369,7.7,10,6.8,6.2,Good,0,90,1
109375,2.6,7,2.2,7.5,Fair,5,81,1
109381,5.4,10,2.7,9.1,Good,6,100,1
109386,9.4,5,4.7,5.1,Good,4,100,1
109388,5.7,7,1.5,6.7,Fair,1,93,1
109391,10.0,7,6.2,7.1,Fair,1,100,1
109400,7.3,10,4.0,9.2,Good,7,84,1
109405,4.9,10,2.8,7.8,Good,6,77,1
109413,9.9,6,6.2,4.3,Good,4,99,1
109414,5.6,8,6.1,5.0,Fair,3,100,1
109421,8.6,6,6.6,7.3,Fair,0,93,1
109428,7.2,10,1.0,8.0,Fair,5,100,1
109432,6.0,5,3.9,8.5,Good,2,100,1
109436,8.2,9,3.9,7.2,Poor,2,100,1
109466,3.2,8,3.4,7.3,Poor,5,83,1
109474,7.4,9,5.3,10.1,Good,2,97,1
109480,7.7,9,5.2,9.7,Good,7,93,1
109500,3.7,7,3.6,9.4,Fair,3,91,1
109510,8.6,10,3.1,4.9,Fair,2,67,1
109514,7.8,6,6.9,6.4,Good,3,100,1
109523,10.0,10,5.1,6.8,Good,4,99,1
109528,8.0,10,8.4,7.2,Poor,4,83,1
109537,10.0,10,3.2,7.0,Poor,3,71,1
109544,8.6,10,2.7,8.0,Poor,7,92,1
109548,6.4,10,4.7,9.5,Fair,0,48,0
109556,4.6,6,4.6,6.9,Good,6,70,1
109560,6.8,10,8.2,6.6,Good,1,98,1
109561,8.3,10,7.2,7.3,Good,6,100,1
109562,5.9,10,6.3,6.0,Poor,0,85,1
109566,4.0,9,3.9,7.0,Fair,6,100,1
109569,8.5,10,5.8,8.2,Good,3,98,1
109571,7.8,10,3.7,8.2,Good,5,77,1
109574,3.3,5,3.3,6.5,Good,4,96,1
109575,7.0,8,4.3,6.4,Poor,4,94,1
109576,7.7,10,2.5,5.8,Good,1,100,1
109597,9.0,9,6.1,4.4,Good,4,100,1
109600,9.1,10,4.7,7.2,Good,2,97,1
109605,6.0,7,6.4,4.7,Fair,6,88,1
109609,10.0,5,2.0,6.9,Good,7,100,1
109624,8.1,10,10.0,9.3,Good,0,100,1
109630,6.5,8,3.5,5.6,Poor,2,100,1
109631,10.0,7,6.1,6.8,Good,3,97,1
109651,8.8,9,3.3,5.1,Fair,4,100,1
109653,10.0,10,6.5,5.3,Good,6,100,1
109660,9.9,8,3.0,8.1,Poor,4,86,1
109666,6.9,8,2.8,5.9,Fair,0,94,1
109678,6.8,10,2.5,9.2,Good,0,82,1
109682,10.0,10,6.2,10.8,Good,1,87,1
109684,3.9,9,6.0,5.0,Good,0,87,1
109687,7.3,10,2.9,8.4,Poor,5,78,1
109703,6.8,10,1.9,8.6,Fair,4,100,1
109710,7.4,10,5.4,4.4,Good,6,96,1
109713,4.8,10,1.0,9.7,Fair,6,100,1
109732,8.4,10,5.5,7.2,Good,4,90,1
109738,6.0,6,5.0,8.3,Fair,4,100,1
109755,6.2,6,8.4,4.9,Good,0,100,1
109771,8.8,10,5.8,9.9,Fair,2,84,1
109777,5.7,5,7.5,7.6,Good,6,100,1
109784,8.5,10,4.2,6.5,Fair,0,78,1
109785,6.7,10,3.3,8.5,Good,6,90,1
109791,3.8,5,7.7,7.6,Good,1,91,1
109799,6.5,10,3.9,6.6,Good,2,49,0
109808,5.3,10,4.3,6.7,Fair,1,100,1
109810,2.2,10,6.7,7.6,Poor,2,100,1
109813,8.1,7,5.8,7.8,Good,2,95,1
109815,8.7,10,4.3,9.6,Good,2,100,1
109819,7.5,10,2.5,9.1,Good,3,100,1
109820,7.4,7,6.0,5.7,Fair,1,95,1
109824,7.8,10,4.7,4.0,Fair,1,67,1
109825,9.1,10,5.6,4.6,Good,6,82,1
109826,6.3,10,6.1,6.9,Good,2,93,1
109830,7.9,10,8.1,6.0,Poor,4,100,1
109832,9.8,8,7.1,6.5,Good,0,93,1
109839,8.5,7,4.1,11.4,Fair,0,94,1
109840,9.4,10,5.6,9.7,Fair,1,83,1
109859,6.3,10,2.9,8.5,Fair,5,69,1
109866,8.4,6,6.9,7.6,Good,3,86,1
109870,6.8,7,1.9,5.8,Poor,1,85,1
109885,6.8,10,3.3,6.5,Fair,5,100,1
109888,10.0,10,1.6,7.3,Good,7,88,1
109895,6.2,10,6.8,9.6,Fair,0,89,1
109897,4.7,10,1.0,7.2,Fair,7,75,1
109909,6.7,9,3.9,5.1,Good,0,93,1
109913,4.5,10,5.1,6.8,Fair,3,98,1
109923,9.3,10,4.0,7.0,Good,6,98,1
109933,7.7,10,3.0,5.9,Fair,6,100,1
109935,6.8,10,3.9,6.7,Good,7,95,1
109952,10.0,10,1.0,8.2,Fair,7,99,1
109960,6.1,10,7.2,5.0,Fair,6,99,1
109968,3.0,10,7.1,6.5,Poor,3,63,1
109977,7.300000000000001,7,9.5,6.1,Fair,5,100,1
109995,8.3,10,1.0,8.8,Poor,1,83,1
109996,8.6,10,3.2,7.4,Poor,7,88,1
110003,7.8,10,3.1,7.9,Fair,2,100,1
110007,5.2,9,6.5,9.8,Good,1,97,1
110014,6.4,10,8.1,9.6,Fair,6,84,1
110025,5.4,5,3.0,5.7,Poor,6,100,1
110030,9.6,10,3.1,8.4,Fair,6,100,1
110031,7.3,10,6.1,9.8,Good,7,100,1
110033,1.9,10,6.7,6.6,Fair,6,95,1
110038,4.1,8,5.3,5.5,Poor,7,98,1
110051,5.7,10,4.1,6.4,Poor,6,100,1
110056,7.4,10,3.9,9.2,Fair,3,84,1
110059,6.8,8,10.0,7.6,Good,3,89,1
110064,5.9,7,6.0,9.4,Fair,7,100,1
110067,6.2,9,7.5,8.2,Good,6,100,1
110078,5.6,10,7.6,7.7,Good,7,78,1
110081,5.1,10,6.2,6.9,Fair,3,62,1
110082,8.0,10,9.9,6.7,Good,3,69,1
110085,4.4,10,5.5,5.7,Fair,4,75,1
110086,4.1,10,8.2,6.1,Good,0,63,1
110090,8.5,10,6.6,6.5,Fair,3,74,1
110091,5.5,10,5.7,4.9,Fair,7,83,1
110093,2.8,10,1.3,5.5,Poor,6,80,1
110095,9.0,8,2.7,6.9,Fair,3,100,1
110101,8.5,10,1.3,8.9,Good,1,99,1
110103,9.8,6,5.2,10.1,Good,1,93,1
110107,6.2,10,5.7,7.5,Good,2,88,1
110122,6.1,10,6.6,8.7,Good,3,93,1
110135,7.9,10,5.5,8.9,Good,1,100,1
110136,9.3,5,2.4,8.1,Good,4,100,1
110140,5.3,10,4.6,8.0,Fair,3,100,1
110150,7.1,5,6.2,4.4,Good,7,100,1
110154,5.0,10,4.1,6.9,Good,6,80,1
110156,6.2,6,1.8,7.5,Fair,7,83,1
110157,4.7,7,6.7,7.6,Good,3,100,1
110160,5.4,5,2.2,6.8,Poor,7,89,1
110172,6.5,10,1.0,6.0,Fair,2,90,1
110188,5.8,10,6.0,8.6,Fair,1,97,1
110199,3.6,8,8.3,7.5,Good,7,97,1
110212,5.8,10,6.7,6.9,Good,1,67,1
110224,5.3,7,1.2,7.0,Poor,2,100,1
110235,7.5,10,4.3,7.4,Poor,3,81,1
110240,6.1,10,2.4,11.2,Fair,5,90,1
110255,7.1,7,7.1,4.9,Good,1,100,1
110265,7.4,6,6.5,8.6,Fair,4,100,1
110266,8.7,10,6.7,7.9,Poor,5,97,1
110275,4.5,8,6.1,8.8,Fair,5,89,1
110279,3.7,10,6.7,6.9,Fair,1,100,1
110280,9.2,5,5.4,6.6,Fair,0,74,1
110284,9.1,10,5.9,9.5,Good,5,96,1
110289,5.5,6,3.6,4.5,Good,6,100,1
110294,4.9,7,7.8,7.1,Good,5,88,1
110296,6.5,10,4.2,5.7,Good,7,71,1
110299,4.2,10,4.5,5.6,Good,4,91,1
110310,4.6,10,6.1,6.9,Fair,1,98,1
110314,4.6,10,4.6,5.0,Good,5,69,1
110321,9.3,6,1.0,5.2,Poor,7,97,1
110327,4.4,10,6.1,7.9,Good,6,66,1
110329,9.4,10,4.4,6.3,Fair,2,70,1
110347,8.4,9,2.7,8.2,Good,0,88,1
110350,6.5,7,8.2,4.3,Good,5,65,1
110369,5.0,10,3.4,7.9,Good,5,66,1
110371,8.6,5,5.9,8.2,Good,3,100,1
110372,3.0,10,8.4,6.5,Good,1,100,1
110373,4.7,9,7.4,6.7,Fair,2,100,1
110381,8.1,10,6.3,7.1,Good,7,65,1
110388,6.2,10,6.4,10.5,Good,2,100,1
110390,9.3,8,6.2,4.0,Good,1,62,1
110396,8.4,10,7.0,4.7,Poor,7,100,1
110399,8.5,10,3.8,8.7,Good,5,98,1
110405,7.1,10,2.7,8.1,Good,1,71,1
110406,8.9,9,6.5,5.2,Good,7,81,1
110407,6.5,10,8.3,5.3,Poor,5,87,1
110423,5.9,10,8.1,6.6,Good,2,96,1
110446,9.0,7,5.6,4.0,Good,4,74,1
110448,6.3,9,3.7,5.6,Good,1,83,1
110452,8.1,10,4.2,7.6,Good,2,74,1
110481,4.8,6,7.4,7.0,Poor,6,99,1
110483,8.3,6,8.2,5.1,Good,4,100,1
110487,1.0,9,7.2,5.4,Good,1,83,1
110495,7.7,10,4.5,7.6,Good,1,67,1
110501,7.6,9,1.0,6.6,Good,3,100,1
110518,6.2,10,8.3,7.5,Good,1,91,1
110519,4.8,7,6.9,5.8,Good,6,97,1
110528,6.0,10,4.5,6.2,Poor,4,90,1
110532,9.3,9,6.7,7.9,Good,4,100,1
110542,1.6,10,4.5,9.1,Poor,5,100,1
110552,5.7,10,3.3,6.0,Fair,1,85,1
110557,5.5,10,5.0,4.7,Fair,3,86,1
110560,5.8,10,4.9,6.4,Good,7,86,1
110563,7.4,8,3.3,9.6,Good,5,100,1
110567,6.8,10,7.4,7.1,Good,3,100,1
110582,10.0,10,6.5,6.8,Good,2,81,1
110583,5.6,10,7.6,5.7,Poor,0,85,1
110593,10.0,9,3.1,6.9,Poor,7,98,1
110600,9.8,10,4.2,5.9,Fair,0,66,1
110607,5.1,10,3.0,8.2,Poor,7,100,1
110612,6.5,6,6.9,9.2,Good,7,94,1
110613,3.7,10,9.6,6.5,Good,7,64,1
110614,6.8,10,3.2,10.4,Good,4,75,1
110618,7.6,10,2.9,7.9,Fair,4,93,1
110629,8.8,8,5.5,9.1,Fair,6,97,1
110634,10.0,10,6.0,5.2,Fair,3,100,1
110635,2.9,9,2.1,7.5,Good,6,91,1
110640,9.4,9,2.5,8.3,Good,4,73,1
110653,5.5,9,5.3,5.1,Fair,1,81,1
110655,6.5,10,4.9,8.6,Good,4,99,1
110662,9.7,10,5.9,8.7,Good,2,85,1
110665,8.3,10,2.5,7.5,Good,6,73,1
110675,8.4,5,7.7,6.6,Good,5,100,1
110680,2.9,10,8.1,7.1,Fair,2,84,1
110686,9.4,10,4.6,5.7,Poor,1,83,1
110701,9.8,10,2.6,6.5,Good,4,100,1
110704,8.0,8,6.1,7.5,Poor,1,94,1
110711,6.0,10,7.1,5.7,Poor,4,66,1
110715,6.3,10,4.0,7.1,Fair,3,76,1
110725,5.6,10,5.8,5.2,Good,1,88,1
110729,9.6,5,6.6,5.2,Fair,0,75,1
110730,3.4000000000000004,10,8.7,4.7,Good,1,69,1
110731,5.0,10,1.7,6.8,Fair,3,80,1
110733,10.0,10,6.2,5.3,Fair,0,89,1
110735,5.9,10,9.1,4.2,Good,3,91,1
110753,7.6,8,3.0,8.6,Fair,3,100,1
110763,7.6,10,3.5,7.2,Fair,5,78,1
110766,10.0,8,5.9,8.0,Good,3,100,1
110767,7.2,6,4.7,8.5,Good,2,87,1
110770,10.0,10,2.2,8.0,Good,1,90,1
110779,8.2,10,4.9,7.8,Poor,0,88,1
110781,8.8,9,4.8,7.3,Poor,0,100,1
110782,6.7,7,5.7,8.7,Fair,7,98,1
110785,6.6,8,7.4,6.8,Good,7,94,1
110799,8.3,10,5.9,8.3,Fair,1,97,1
110808,8.3,10,2.3,7.7,Good,6,100,1
110814,4.8,8,4.1,6.9,Fair,5,92,1
110815,5.3,10,6.8,5.8,Poor,6,97,1
110819,4.7,10,5.0,6.1,Poor,5,87,1
110822,6.5,6,6.3,6.1,Poor,2,69,1
110831,3.6,8,3.8,7.4,Poor,3,78,1
110835,6.4,8,1.4,7.7,Poor,5,100,1
110842,9.2,10,6.3,6.9,Good,1,74,1
110849,6.3,5,4.6,7.3,Good,5,96,1
110858,8.7,9,6.3,8.8,Good,3,79,1
110864,10.0,9,8.4,7.3,Poor,4,99,1
110867,4.5,7,1.0,4.6,Good,3,97,1
110868,9.4,7,5.7,6.0,Fair,6,80,1
110881,3.3,10,3.3,8.7,Good,5,100,1
110889,8.2,5,4.1,4.9,Fair,4,98,1
110903,7.5,10,4.8,7.8,Fair,0,83,1
110904,6.2,5,2.7,8.0,Good,5,100,1
110905,6.8,9,6.6,9.0,Good,0,94,1
110915,8.0,8,2.8,6.3,Fair,5,100,1
110924,7.9,10,2.5,5.3,Good,1,100,1
110927,3.6,10,4.2,9.4,Fair,3,99,1
110928,3.6,9,5.9,7.3,Fair,5,96,1
110938,8.1,5,7.8,6.7,Good,6,94,1
110942,8.9,6,6.7,6.2,Good,6,86,1
110943,7.6,10,5.9,6.5,Fair,3,100,1
110949,5.4,8,9.1,5.7,Good,2,79,1
110954,5.4,10,7.1,6.6,Good,2,89,1
110959,3.9,9,9.4,8.7,Good,6,98,1
110966,3.7,10,8.2,7.5,Good,1,88,1
110973,9.3,10,5.0,10.9,Fair,0,99,1
110976,6.2,10,7.1,7.0,Good,5,92,1
110988,8.8,5,5.5,8.8,Poor,5,100,1
110989,5.0,10,5.6,10.0,Fair,4,100,1
110991,3.6,9,4.1,7.1,Good,4,92,1
110996,7.3,5,3.6,6.6,Fair,5,95,1
111002,9.3,8,7.0,6.8,Fair,3,97,1
111003,7.4,10,9.9,7.4,Good,1,88,1
111006,6.8,8,4.0,6.3,Good,4,100,1
111008,10.0,10,4.2,5.3,Fair,4,100,1
111014,4.6,10,2.1,5.9,Fair,5,91,1
111017,6.3,10,10.0,7.6,Fair,7,93,1
111019,6.5,10,3.7,9.6,Good,3,100,1
111025,7.3,10,5.9,7.3,Poor,6,68,1
111027,6.7,7,8.0,6.5,Fair,3,91,1
111030,6.8,5,4.4,4.0,Good,7,100,1
111033,5.7,10,8.8,9.6,Good,2,95,1
111037,8.9,10,2.4,6.5,Fair,6,96,1
111044,3.1,9,7.5,6.4,Good,2,100,1
111046,6.9,6,4.1,8.8,Good,3,95,1
111052,6.0,6,5.4,7.4,Good,2,100,1
111062,6.3,9,6.7,7.8,Poor,7,85,1
111081,8.7,10,4.7,6.3,Poor,1,87,1
111086,3.6,10,3.7,8.1,Poor,4,97,1
111092,5.7,10,7.3,5.1,Good,4,84,1
111093,9.8,10,6.8,4.0,Good,1,72,1
111095,4.9,9,7.4,5.0,Good,1,77,1
111099,10.0,7,5.7,9.4,Fair,0,100,1
111101,4.5,10,4.2,5.2,Fair,5,80,1
111102,8.2,10,7.7,7.2,Fair,7,96,1
111105,5.5,5,9.7,4.0,Good,4,95,1
111108,9.1,8,4.9,6.0,Fair,6,96,1
111117,6.5,10,7.4,4.5,Fair,4,89,1
111125,7.7,6,1.0,5.7,Fair,4,89,1
111127,4.5,6,4.3,8.6,Good,5,100,1
