student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
117112,28,Other,Computer Science,3.0376141688864937,4.6,2.2,Yes,72.7,4.7,Good,3,Bachelor,High,4.9,Yes,2.48,8,6.4,No,3,10.3,Co-Learning Group,No,Low,8,4,10,Visual,3.6,61
117117,27,Other,Computer Science,4.497467079278956,4.4,2.5,No,82.0,6.4,Good,1,PhD,High,7.4,Yes,4.0,7,5.9,No,5,12.6,Cafe,No,Low,1,8,7,Reading,3.4,91
117129,19,Male,Computer Science,4.931277440129325,4.6,2.6,Yes,55.2,5.1,Good,1,PhD,High,10.0,No,4.0,4,6.9,No,3,13.2,Co-Learning Group,Yes,Low,4,3,10,Auditory,9.7,99
117150,21,Other,Computer Science,6.778198032249334,4.9,2.0,Yes,69.3,9.7,Good,5,Bachelor,High,1.7000000000000002,Yes,3.55,2,7.4,No,1,15.4,Cafe,Yes,Low,8,4,10,Kinesthetic,3.9,92
117151,24,Female,Computer Science,5.990769928161852,4.7,0.0,No,65.3,6.4,Poor,4,PhD,Low,2.3,No,4.0,7,1.0,No,5,11.3,Dorm,Yes,Medium,6,10,5,Auditory,2.3,97
117167,26,Male,Computer Science,5.967935043469245,0.6,0.2,No,44.4,6.5,Poor,1,PhD,High,6.1,No,3.11,4,7.3,No,0,8.0,Dorm,No,Medium,2,7,8,Reading,3.8,80
117171,17,Male,Computer Science,3.978115400030093,2.6,0.3,Yes,67.3,8.1,Fair,0,Bachelor,Low,7.4,No,3.93,3,4.6,No,0,7.2,Quiet Room,Yes,Medium,8,9,6,Visual,3.5,100
117176,26,Male,Computer Science,3.710618185578803,4.9,3.0,No,88.3,6.5,Poor,7,PhD,Medium,5.0,Yes,3.76,7,2.8,No,3,12.1,Quiet Room,No,Medium,1,5,10,Kinesthetic,7.6,100
117178,16,Male,Computer Science,0.2904810597040278,4.7,3.8,No,70.4,7.1,Poor,7,High School,High,6.5,Yes,3.48,6,7.3,No,2,9.8,Cafe,Yes,High,6,6,9,Kinesthetic,9.0,89
117183,20,Male,Computer Science,3.1785114811347768,0.1,1.8,Yes,59.4,7.7,Good,4,Master,Medium,8.2,No,3.61,6,4.9,No,2,5.7,Dorm,Yes,Medium,1,8,7,Reading,4.1,84
117188,28,Male,Computer Science,1.4231367905298011,1.7,1.3,Yes,86.2,8.2,Fair,3,High School,High,6.9,No,4.0,5,4.5,No,3,5.4,Quiet Room,Yes,Medium,6,7,8,Reading,7.0,100
117190,25,Female,Computer Science,4.235945222000643,0.7,3.3,No,83.1,8.8,Fair,1,High School,High,9.8,No,4.0,8,5.6,No,0,8.9,Cafe,No,Low,2,6,9,Reading,1.6,95
117201,27,Male,Computer Science,3.670904298575605,2.4,3.6,No,89.2,5.1,Good,3,Master,Low,8.9,Yes,4.0,3,5.4,No,1,10.2,Co-Learning Group,No,Low,2,9,6,Visual,5.9,100
117203,19,Female,Computer Science,3.26096984448658,0.2,2.8,No,60.4,6.8,Fair,0,PhD,High,8.4,Yes,2.09,2,2.6,No,2,7.6,Dorm,No,High,1,1,10,Reading,1.3,59
117206,19,Male,Computer Science,4.101557557765564,3.6,2.8,Yes,92.8,8.2,Fair,2,Bachelor,High,8.6,Yes,2.96,7,3.5,No,1,10.7,Library,No,Low,1,3,10,Reading,3.1,76
117208,24,Female,Computer Science,6.794043602314472,0.3,0.5,Yes,99.5,4.8,Good,7,Some College,Low,10.0,Yes,4.0,8,2.9,No,4,8.5,Co-Learning Group,Yes,High,1,8,7,Kinesthetic,2.0,97
117209,18,Female,Computer Science,5.73155085086888,3.4,1.4,Yes,43.4,6.3,Good,1,PhD,Medium,6.4,Yes,4.0,6,6.3,No,2,11.2,Cafe,No,Medium,5,8,7,Auditory,8.6,95
117212,27,Other,Computer Science,4.954715245382626,2.8,2.5,No,66.8,6.1,Good,5,High School,Medium,4.2,Yes,3.05,5,1.5,No,4,10.9,Cafe,No,High,1,3,10,Kinesthetic,4.9,78
117232,16,Other,Computer Science,6.397164981321893,1.0,3.8,No,72.8,8.2,Good,0,Master,Medium,7.2,No,3.93,6,3.8,No,3,12.7,Quiet Room,No,Low,7,2,10,Reading,1.7,97
117239,27,Other,Computer Science,5.624357552691721,1.7,2.1,No,68.4,7.9,Fair,2,High School,High,7.1,No,4.0,3,5.4,No,5,10.7,Quiet Room,No,Low,6,2,10,Reading,4.3,97
117240,27,Female,Computer Science,2.5569442001540468,2.3,1.9,No,65.0,6.0,Fair,7,Some College,Medium,8.1,No,4.0,2,5.4,No,3,7.2,Quiet Room,No,Medium,5,9,6,Kinesthetic,9.1,99
117242,28,Male,Computer Science,3.6476938465684112,2.9,3.2,No,59.7,5.9,Good,5,High School,High,8.1,Yes,3.27,2,8.0,No,4,9.8,Cafe,No,Medium,2,3,10,Auditory,3.1,87
117246,16,Other,Computer Science,7.838905450362872,3.5,3.6,Yes,53.4,8.1,Fair,2,Bachelor,High,8.9,Yes,3.89,7,5.8,No,3,16.1,Cafe,No,Medium,8,10,5,Kinesthetic,6.8,96
117252,27,Male,Computer Science,5.835840739401892,0.3,3.2,No,85.7,7.4,Fair,6,Bachelor,Medium,9.4,No,4.0,2,6.2,No,0,10.1,Co-Learning Group,Yes,Medium,7,2,10,Visual,6.9,100
117253,24,Male,Computer Science,0.5021486391372285,2.2,2.9,No,68.9,8.7,Fair,5,Bachelor,Low,5.1,Yes,2.72,5,5.1,No,5,6.8,Quiet Room,No,Low,6,6,9,Visual,2.6,73
117277,22,Other,Computer Science,0.6525429807936489,0.7,0.5,No,59.8,5.7,Poor,6,High School,Low,3.6,Yes,3.73,2,6.0,No,1,3.6,Co-Learning Group,No,Medium,1,5,10,Auditory,8.6,93
117281,18,Female,Computer Science,4.802892754372677,1.8,0.0,Yes,83.4,8.6,Poor,1,Master,High,7.9,No,4.0,3,3.4,No,3,8.5,Co-Learning Group,Yes,Low,3,9,6,Kinesthetic,6.9,99
117282,24,Other,Computer Science,5.497507112542084,0.9,0.9,No,65.1,7.2,Fair,6,PhD,Medium,9.4,Yes,4.0,6,6.2,No,1,9.1,Quiet Room,Yes,Low,6,9,6,Kinesthetic,5.3,96
117283,21,Male,Computer Science,7.435370389553399,3.8,2.0,No,94.3,7.7,Fair,1,Some College,Medium,9.7,No,4.0,2,5.2,No,3,14.1,Cafe,Yes,Low,7,10,5,Kinesthetic,5.6,100
117284,21,Other,Computer Science,4.447266692912642,2.9,1.4,No,51.0,5.2,Good,5,PhD,Medium,5.9,Yes,3.33,5,6.8,No,0,9.6,Quiet Room,Yes,Low,2,8,7,Auditory,8.3,85
117285,22,Other,Computer Science,4.57087161148041,3.1,1.2,Yes,58.6,5.5,Good,4,High School,Low,6.4,No,4.0,3,6.3,No,1,10.0,Quiet Room,No,High,7,4,10,Kinesthetic,3.4,100
117288,23,Other,Computer Science,5.5954460292383486,1.7,3.7,No,79.5,6.4,Fair,6,Bachelor,Low,9.5,No,4.0,4,6.0,No,0,11.5,Co-Learning Group,Yes,Low,4,10,5,Visual,2.1,100
117290,26,Female,Computer Science,6.850652827370334,3.7,1.8,No,85.6,6.8,Poor,7,High School,Low,3.6,No,4.0,6,8.5,No,1,13.1,Dorm,Yes,High,6,6,9,Visual,4.5,98
117301,18,Other,Computer Science,4.748464810858418,1.1,3.9,Yes,92.9,8.2,Good,0,Bachelor,High,9.8,Yes,3.51,3,5.3,No,3,11.0,Library,No,Low,1,7,8,Kinesthetic,9.5,86
117306,17,Male,Computer Science,5.664189271827086,2.1,0.4,Yes,51.9,7.2,Good,4,Some College,High,8.2,No,4.0,4,5.9,No,4,9.4,Library,Yes,Medium,1,3,10,Kinesthetic,2.6,100
117307,22,Male,Computer Science,6.065811454736838,2.8,2.2,No,65.4,7.6,Good,7,PhD,Low,7.7,No,2.81,2,7.0,No,5,11.7,Cafe,Yes,Low,10,1,10,Reading,5.3,72
117317,27,Female,Computer Science,3.672435758165086,2.2,3.5,No,91.4,5.4,Good,6,Bachelor,Medium,5.2,No,4.0,5,6.4,No,5,11.1,Cafe,No,High,8,7,8,Reading,6.2,95
117324,24,Other,Computer Science,2.1922952894557195,4.4,0.9,No,77.7,7.1,Good,6,Bachelor,Medium,7.3,Yes,3.54,3,5.0,No,5,8.7,Quiet Room,Yes,High,2,1,10,Visual,7.4,93
117348,21,Other,Computer Science,6.690525290767093,4.6,2.7,No,88.7,5.6,Good,1,Bachelor,Medium,7.1,Yes,4.0,2,1.1,No,2,15.4,Quiet Room,No,Medium,10,5,10,Kinesthetic,1.5,100
117352,21,Other,Computer Science,6.317994830173448,1.9,0.3,Yes,50.8,7.3,Good,1,Some College,High,10.0,No,4.0,3,6.3,No,3,8.7,Library,Yes,Low,10,9,6,Visual,6.9,100
117360,16,Male,Computer Science,5.425624453182824,4.6,1.4,Yes,80.0,6.7,Good,7,Master,Medium,5.4,No,3.91,7,3.9,No,2,12.7,Dorm,Yes,Medium,7,8,7,Kinesthetic,6.9,97
117362,28,Male,Computer Science,1.8948599727979,1.8,3.6,No,69.7,5.2,Poor,6,Some College,Low,7.9,Yes,3.09,4,5.6,No,3,7.5,Quiet Room,No,Low,7,9,6,Visual,3.4,82
117363,24,Other,Computer Science,7.934513772498281,2.5,3.7,Yes,73.6,5.0,Good,1,Master,Medium,7.0,Yes,4.0,1,5.4,No,3,16.0,Quiet Room,No,High,8,1,10,Visual,8.8,100
117370,24,Male,Computer Science,2.5714353540055583,0.8,0.7,Yes,74.9,8.0,Good,4,Master,Low,5.7,Yes,4.0,1,5.8,No,4,5.5,Cafe,No,Low,9,8,7,Kinesthetic,8.1,100
117373,17,Male,Computer Science,2.659841719460289,1.7,3.7,No,81.9,5.7,Fair,6,Bachelor,High,7.8,Yes,3.18,3,6.2,No,2,9.5,Library,Yes,Medium,8,8,7,Reading,6.6,75
117383,24,Other,Computer Science,8.574607604491257,1.5,2.2,No,65.8,5.9,Good,4,Bachelor,Low,5.0,Yes,4.0,5,3.2,No,5,13.1,Cafe,Yes,High,9,5,10,Auditory,5.3,100
117398,23,Female,Computer Science,4.548970755918392,0.5,3.2,No,52.2,6.6,Fair,7,Bachelor,High,3.0,No,4.0,8,2.5,No,0,8.5,Quiet Room,No,High,8,7,8,Visual,7.4,100
117401,17,Other,Computer Science,6.630713076653286,0.0,2.4,No,57.4,7.1,Good,6,PhD,Low,6.3,No,3.93,3,3.4,No,5,10.4,Cafe,Yes,High,10,4,10,Reading,7.0,100
117417,27,Male,Computer Science,8.696199161613066,2.8,0.3,No,79.3,7.8,Good,1,Some College,Medium,7.7,No,4.0,2,4.6,No,5,13.3,Library,Yes,Medium,8,1,10,Kinesthetic,5.5,100
117425,17,Other,Computer Science,0.1530775211133366,1.3,0.5,No,68.3,7.2,Good,4,Some College,Medium,5.4,Yes,3.51,6,2.3,No,1,3.1,Co-Learning Group,Yes,Low,7,6,9,Reading,8.4,83
117426,17,Female,Computer Science,5.2116402786503615,1.2,0.2,Yes,86.1,7.0,Good,3,Bachelor,High,4.7,Yes,4.0,5,4.6,No,1,7.4,Library,No,Medium,1,4,10,Kinesthetic,1.2,100
117428,25,Other,Computer Science,3.6080806490680577,2.3,3.7,Yes,67.8,7.0,Fair,4,PhD,Medium,5.6,Yes,2.66,5,1.2,No,1,11.2,Cafe,No,Low,7,3,10,Visual,5.4,66
117430,20,Other,Computer Science,3.0224065211421696,4.8,0.9,No,87.0,8.2,Fair,0,Some College,Low,4.4,Yes,3.99,3,9.4,No,3,9.7,Library,Yes,Low,8,6,9,Visual,5.3,100
117438,16,Male,Computer Science,6.03248739440717,3.2,1.2,No,86.9,7.2,Good,3,Bachelor,Medium,9.4,No,4.0,7,3.1,No,3,11.1,Library,No,High,10,10,5,Visual,9.9,100
117444,24,Other,Computer Science,6.016536809692921,0.4,3.6,No,44.9,5.9,Fair,2,Master,High,9.9,No,4.0,3,6.7,No,4,10.0,Quiet Room,Yes,Medium,10,1,10,Reading,8.8,93
117456,21,Male,Computer Science,5.751965828965736,4.7,1.9,No,56.2,9.7,Good,5,Bachelor,Medium,8.4,No,4.0,1,5.0,No,1,13.1,Cafe,No,High,4,6,9,Reading,1.6,94
117458,23,Other,Computer Science,1.8933814007725709,4.1,3.2,No,96.4,6.8,Good,2,Master,Medium,8.0,Yes,4.0,7,4.9,No,1,9.4,Cafe,Yes,Low,3,10,5,Reading,7.7,100
117462,22,Other,Computer Science,2.469454737037137,4.4,2.9,Yes,45.9,7.3,Good,7,Master,Low,7.5,No,3.12,5,7.2,No,0,10.2,Co-Learning Group,No,High,7,1,10,Auditory,2.6,83
117466,23,Female,Computer Science,4.6953172360255735,4.7,2.3,No,64.6,8.8,Fair,4,Master,High,8.5,No,4.0,8,4.3,No,5,13.3,Quiet Room,No,Low,4,3,10,Kinesthetic,2.1,97
117478,17,Male,Computer Science,5.458167440343707,2.5,0.8,No,72.0,4.4,Fair,0,High School,High,6.7,Yes,3.69,8,5.0,No,5,9.7,Dorm,Yes,High,4,7,8,Visual,4.8,83
117483,25,Other,Computer Science,5.7412155596559336,1.0,2.0,Yes,87.1,6.7,Good,5,Bachelor,Low,8.5,No,3.71,3,4.0,No,2,10.4,Cafe,No,High,9,4,10,Visual,1.4,86
117486,24,Female,Computer Science,7.2725760687114835,2.2,2.1,Yes,66.4,6.9,Fair,7,Master,High,6.7,Yes,3.03,5,5.4,No,3,12.5,Cafe,Yes,Medium,3,1,10,Auditory,4.1,78
117490,19,Male,Computer Science,5.127887546662845,3.4,0.5,No,50.7,5.2,Fair,0,PhD,Low,7.1,No,4.0,3,4.9,No,1,10.4,Co-Learning Group,No,Medium,4,6,9,Auditory,1.7,100
117492,18,Female,Computer Science,6.944314013112296,3.7,1.9,No,80.8,11.9,Fair,1,Bachelor,Low,7.1,No,4.0,6,2.8,No,0,13.7,Dorm,Yes,High,3,9,6,Visual,4.5,100
117498,25,Female,Computer Science,7.476391567878717,4.8,1.5,Yes,85.7,7.7,Poor,3,Some College,High,5.7,No,3.68,2,3.8,No,4,15.0,Quiet Room,No,High,10,1,10,Reading,2.3,89
117500,23,Other,Computer Science,8.334421403233973,0.5,0.4,Yes,84.8,4.0,Good,0,PhD,High,5.3,No,4.0,1,3.8,No,1,9.5,Co-Learning Group,Yes,High,3,9,6,Kinesthetic,1.1,95
117503,17,Female,Computer Science,6.232592805232732,0.4,1.0,Yes,46.1,6.4,Good,4,High School,Low,5.3,Yes,4.0,2,2.9,No,5,8.9,Cafe,No,High,10,9,6,Visual,6.2,100
117511,18,Male,Computer Science,0.0,5.0,1.3,No,63.1,7.7,Good,4,Some College,Low,10.0,Yes,3.87,7,3.6,No,2,7.2,Cafe,No,High,7,7,8,Visual,6.8,100
117514,27,Female,Computer Science,5.351715403333451,0.5,3.9,Yes,68.2,9.1,Good,2,High School,Low,5.4,Yes,3.78,5,3.5,No,0,11.2,Cafe,No,Low,2,1,10,Auditory,1.5,85
117520,17,Male,Computer Science,4.795923440995431,1.3,3.6,Yes,66.9,8.4,Good,1,Some College,Low,5.7,Yes,3.08,5,4.0,No,1,10.0,Quiet Room,Yes,Medium,7,2,10,Auditory,4.4,90
117524,22,Female,Computer Science,7.48591500048467,0.0,1.9,Yes,57.0,5.7,Good,4,Some College,Low,7.4,No,4.0,3,6.1,No,5,10.3,Co-Learning Group,No,Medium,4,7,8,Reading,9.2,99
117530,20,Male,Computer Science,5.421776807089751,4.4,0.7,Yes,75.6,6.8,Fair,2,Some College,High,6.4,Yes,4.0,4,4.5,No,0,12.4,Library,No,High,1,9,6,Kinesthetic,2.6,100
117545,23,Female,Computer Science,1.7106182397151488,4.3,1.9,Yes,88.0,8.4,Good,0,Bachelor,Low,2.8,No,4.0,7,6.9,No,4,9.6,Dorm,Yes,High,8,8,7,Auditory,5.0,100
117547,25,Female,Computer Science,5.620923488103152,4.4,3.4,Yes,52.4,4.0,Good,2,PhD,High,5.4,Yes,3.81,2,6.2,No,0,13.9,Quiet Room,Yes,Medium,5,7,8,Auditory,5.1,96
117558,23,Other,Computer Science,5.4347975745165655,0.9,2.3,No,81.6,6.2,Fair,0,Master,Low,9.8,Yes,4.0,1,5.7,No,3,9.2,Co-Learning Group,No,High,3,4,10,Visual,9.1,100
117559,25,Female,Computer Science,0.2933253306235738,0.1,1.4,Yes,62.8,6.5,Good,7,PhD,Low,7.9,Yes,4.0,8,5.2,No,1,3.1,Library,Yes,Medium,1,8,7,Kinesthetic,9.8,99
117560,18,Male,Computer Science,5.357731376694829,4.5,2.2,Yes,55.6,5.5,Poor,2,High School,Low,4.8,No,4.0,3,5.5,No,3,13.8,Quiet Room,Yes,Medium,10,5,10,Visual,9.7,100
117561,21,Male,Computer Science,5.626720169472091,2.3,1.8,No,48.1,5.4,Poor,2,High School,Low,8.1,Yes,4.0,5,4.2,No,0,10.0,Library,Yes,Low,1,8,7,Kinesthetic,8.9,100
117568,27,Male,Computer Science,1.8767419760363435,3.2,1.2,Yes,74.9,8.1,Fair,0,High School,Medium,6.8,Yes,2.97,8,4.6,No,0,6.8,Co-Learning Group,No,Low,6,3,10,Reading,1.8,75
117576,23,Other,Computer Science,4.928535512420993,4.2,0.4,Yes,50.7,5.0,Good,2,High School,High,8.0,No,3.17,4,5.7,No,2,9.5,Quiet Room,Yes,Low,6,5,10,Reading,9.9,80
117585,18,Female,Computer Science,3.949119781929368,0.8,0.1,Yes,75.7,4.0,Good,6,Some College,Medium,7.2,Yes,3.92,1,3.8,No,4,5.9,Quiet Room,No,High,2,7,8,Auditory,8.6,88
117587,22,Male,Computer Science,3.858426324684658,0.8,1.5,Yes,43.7,5.8,Good,0,Master,High,6.0,No,3.77,7,5.2,No,5,7.1,Cafe,Yes,Low,2,3,10,Reading,5.5,98
117589,25,Other,Computer Science,4.264107379631116,0.8,0.4,No,71.8,10.0,Good,2,Bachelor,Medium,6.8,No,4.0,5,3.2,No,5,6.0,Quiet Room,No,Low,9,9,6,Auditory,8.5,95
117591,20,Other,Computer Science,5.119201864609651,0.9,3.1,No,80.7,10.0,Fair,2,High School,High,5.5,Yes,4.0,2,2.2,No,1,9.2,Quiet Room,Yes,Medium,4,1,10,Visual,7.5,99
117594,16,Female,Computer Science,5.588015648481254,2.7,2.4,No,91.9,7.2,Fair,2,PhD,Low,7.0,No,3.91,4,4.8,No,1,12.3,Co-Learning Group,No,Medium,5,7,8,Reading,6.8,92
117598,22,Other,Computer Science,4.81483436484821,3.1,1.8,Yes,82.0,5.2,Good,1,PhD,Medium,7.7,Yes,2.88,3,3.5,No,2,11.6,Co-Learning Group,Yes,Low,3,4,10,Visual,5.0,71
117606,22,Other,Computer Science,2.661713717917247,0.8,2.9,Yes,65.9,7.6,Fair,0,Bachelor,Medium,10.0,Yes,3.95,6,7.9,No,5,7.7,Library,Yes,High,1,7,8,Kinesthetic,2.2,95
117616,17,Male,Computer Science,3.295743272045646,2.5,2.9,No,82.5,8.5,Good,4,PhD,High,5.8,No,3.87,1,6.2,No,5,8.8,Quiet Room,No,High,9,9,6,Visual,2.4,100
117631,26,Other,Computer Science,4.035992904899134,3.9,2.2,No,46.1,8.7,Good,5,Some College,High,10.0,No,4.0,5,4.3,No,1,11.3,Library,No,Medium,10,10,5,Visual,3.5,100
117636,27,Male,Computer Science,6.405911740458494,0.6,1.1,No,45.3,9.9,Good,7,Bachelor,High,7.2,Yes,4.0,3,2.6,No,5,9.5,Dorm,Yes,Low,3,10,5,Auditory,2.2,100
117637,17,Female,Computer Science,3.925309872493159,3.5,1.9,No,45.8,6.9,Good,1,PhD,High,1.5,Yes,3.22,3,7.8,No,2,10.1,Quiet Room,Yes,Medium,10,10,5,Kinesthetic,7.9,75
117643,20,Other,Computer Science,4.101727277194627,2.4,2.5,No,93.3,4.9,Poor,3,High School,Medium,6.7,Yes,4.0,1,3.9,No,0,9.2,Co-Learning Group,Yes,Medium,10,7,8,Kinesthetic,3.0,96
117650,24,Male,Computer Science,7.469122013237896,2.4,0.7,Yes,49.5,7.4,Fair,1,Bachelor,High,8.0,Yes,4.0,3,1.0,No,2,12.0,Quiet Room,No,Low,3,7,8,Reading,1.6,100
117657,27,Other,Computer Science,5.662632989396992,0.2,3.2,No,46.6,6.8,Good,1,PhD,High,8.0,Yes,4.0,8,2.1,No,1,9.6,Dorm,Yes,Low,8,4,10,Visual,9.3,95
117666,16,Female,Computer Science,1.7075419388327664,1.0,0.0,No,99.2,7.0,Fair,4,Bachelor,High,4.7,Yes,4.0,3,2.8,No,3,3.8,Quiet Room,No,Low,7,7,8,Reading,6.9,100
117677,17,Female,Computer Science,7.03298275971633,0.5,1.1,Yes,47.2,6.5,Poor,4,High School,Medium,5.6,Yes,3.15,6,8.5,No,1,10.4,Quiet Room,No,Medium,10,5,10,Reading,6.2,90
117682,18,Female,Computer Science,2.914665227352734,3.5,3.8,Yes,88.8,7.2,Good,5,PhD,Medium,9.8,No,4.0,8,6.1,No,4,10.8,Library,No,Low,10,3,10,Visual,8.6,94
117685,16,Female,Computer Science,3.5424854805176347,1.9,1.0,Yes,90.7,5.4,Fair,1,PhD,Medium,7.0,Yes,3.11,4,5.1,No,2,7.6,Library,No,Low,6,4,10,Auditory,2.6,79
117686,17,Female,Computer Science,1.518075074646844,2.3,1.9,No,55.2,5.8,Fair,3,High School,High,4.6,Yes,3.64,1,7.7,No,3,7.7,Co-Learning Group,Yes,Medium,3,10,5,Kinesthetic,8.2,88
117690,19,Other,Computer Science,3.8816266346362553,4.4,3.0,Yes,55.0,8.8,Good,2,PhD,Medium,5.8,Yes,3.23,4,4.5,No,2,12.3,Dorm,Yes,High,1,5,10,Kinesthetic,1.3,74
117692,25,Male,Computer Science,4.90962625572606,0.5,3.5,Yes,72.0,9.0,Fair,6,Bachelor,High,4.0,Yes,4.0,8,6.6,No,4,10.1,Library,Yes,Low,2,10,5,Visual,7.7,91
117695,18,Male,Computer Science,5.983405859510601,1.6,3.5,No,89.9,4.9,Poor,1,High School,Low,3.4,No,4.0,7,1.6,No,3,12.8,Dorm,No,Low,4,4,10,Visual,6.7,100
117699,17,Female,Computer Science,3.182316008812024,4.5,3.3,Yes,79.9,6.6,Fair,7,Bachelor,High,5.0,No,3.04,2,7.9,No,3,11.3,Co-Learning Group,No,High,1,7,8,Visual,3.1,84
117700,22,Male,Computer Science,3.6445018364629647,0.5,3.1,No,46.9,4.9,Good,6,PhD,Low,5.5,Yes,3.32,5,1.7,No,5,9.0,Dorm,No,High,3,9,6,Auditory,4.6,80
117703,22,Male,Computer Science,0.6289597154825429,1.8,0.9,Yes,52.1,8.1,Fair,6,PhD,Low,10.0,No,2.8,6,9.8,Yes,2,4.5,Quiet Room,Yes,High,9,1,10,Visual,4.9,69
117718,28,Female,Computer Science,5.763592842170826,3.2,1.5,Yes,91.0,7.4,Poor,6,Master,Low,7.3,Yes,4.0,5,4.6,No,3,11.6,Library,Yes,Medium,8,2,10,Kinesthetic,3.9,100
117720,24,Female,Computer Science,5.6551936580234,4.3,2.7,No,74.9,7.8,Poor,0,Some College,High,8.7,Yes,4.0,2,5.3,No,1,14.0,Dorm,Yes,Low,3,6,9,Auditory,6.4,100
117726,17,Other,Computer Science,0.0,3.5,2.3,No,81.1,11.1,Fair,0,High School,Low,5.9,No,4.0,3,5.8,No,0,6.7,Cafe,No,High,9,6,9,Kinesthetic,9.3,100
117739,22,Male,Computer Science,5.467620918415177,3.1,3.5,No,53.5,7.0,Poor,6,PhD,Low,5.9,No,4.0,6,7.0,No,2,12.6,Library,No,High,3,5,10,Reading,5.2,100
117740,26,Male,Computer Science,6.7934516740068105,3.4,1.1,Yes,67.4,8.7,Fair,2,PhD,High,8.9,No,3.92,4,2.1,No,5,12.9,Quiet Room,Yes,Low,10,6,9,Reading,7.1,99
117741,19,Male,Computer Science,2.615850599274903,0.5,0.6,No,96.2,7.3,Good,1,PhD,Low,8.3,Yes,3.13,7,6.9,No,1,4.6,Cafe,No,Low,5,6,9,Auditory,4.7,80
117742,25,Female,Computer Science,3.0981068759041084,2.6,3.6,No,47.6,5.7,Poor,4,Bachelor,High,8.8,Yes,3.16,7,5.4,No,4,10.4,Quiet Room,No,Medium,3,5,10,Auditory,3.0,84
117757,26,Male,Computer Science,4.086461852702257,1.7,3.0,Yes,82.5,7.5,Poor,0,Some College,Medium,5.9,No,4.0,8,1.4,No,3,10.3,Library,Yes,Medium,3,6,9,Kinesthetic,2.8,99
117762,23,Female,Computer Science,3.5098447912078967,3.2,1.9,No,96.0,7.0,Good,4,High School,Medium,6.9,No,3.15,8,8.3,No,3,9.4,Library,Yes,Medium,2,10,5,Reading,1.1,72
117763,26,Other,Computer Science,9.06516010522476,0.1,2.2,Yes,40.1,7.3,Good,7,High School,High,7.8,No,3.0,8,5.2,No,2,11.9,Dorm,No,High,7,2,10,Visual,1.8,81
117768,22,Female,Computer Science,0.1994378058778851,1.8,1.7,Yes,86.5,6.7,Fair,0,Bachelor,Low,8.5,Yes,1.92,3,5.4,No,3,4.1,Dorm,Yes,High,4,2,10,Visual,8.2,50
117773,26,Other,Computer Science,1.0354643530562448,0.7,1.3,Yes,76.2,6.6,Fair,1,Bachelor,Low,9.5,Yes,4.0,1,2.0,No,1,3.7,Co-Learning Group,Yes,Low,1,8,7,Reading,3.0,100
117804,17,Female,Computer Science,4.004754718862991,4.4,2.2,No,73.7,5.1,Poor,5,High School,Medium,7.8,Yes,3.36,1,3.4,No,4,12.2,Dorm,Yes,Medium,10,4,10,Reading,3.9,83
117812,16,Other,Computer Science,5.38221107166745,1.8,2.0,Yes,81.7,8.6,Fair,6,PhD,High,8.7,Yes,4.0,8,4.5,No,3,9.8,Library,Yes,High,2,6,9,Visual,9.1,100
117819,21,Female,Computer Science,3.7451983189192735,4.0,3.4,No,56.4,7.9,Good,7,Master,Low,5.5,No,3.01,5,9.6,No,2,12.6,Library,No,Low,3,7,8,Auditory,6.8,74
117834,26,Male,Computer Science,3.3579502292179715,1.7,3.5,No,54.9,7.1,Poor,2,Master,High,4.6,Yes,2.41,1,7.0,No,0,10.0,Dorm,Yes,High,7,4,10,Reading,8.2,50
117839,26,Female,Computer Science,3.793041590371812,4.0,2.6,Yes,91.7,6.7,Fair,1,Some College,Medium,4.0,No,4.0,8,7.4,No,1,10.9,Library,No,Medium,8,4,10,Visual,9.3,98
117844,19,Other,Computer Science,5.47459488826795,2.9,0.2,Yes,56.2,6.1,Good,3,Master,Medium,5.2,Yes,4.0,4,4.5,No,4,10.5,Co-Learning Group,No,High,8,8,7,Reading,5.9,100
117846,18,Female,Computer Science,8.437822974989741,1.3,3.6,No,50.3,4.0,Good,2,Some College,High,6.9,No,3.66,7,2.8,No,5,14.8,Quiet Room,Yes,Low,4,8,7,Auditory,7.3,100
117853,22,Male,Computer Science,6.950027278826283,1.7,1.3,Yes,90.7,9.2,Good,1,High School,Low,6.0,No,4.0,5,7.1,No,5,10.8,Cafe,Yes,High,2,9,6,Auditory,8.8,100
117860,28,Female,Computer Science,4.774620735440358,4.1,1.3,Yes,90.0,4.9,Good,5,Some College,Low,7.6,Yes,2.64,8,5.6,No,5,11.1,Library,No,Low,6,1,10,Kinesthetic,2.1,63
117866,26,Male,Computer Science,6.005329524261806,4.1,1.4,Yes,99.4,6.9,Good,6,Some College,Medium,7.0,No,3.64,3,7.0,No,2,13.5,Cafe,No,Medium,4,4,10,Reading,8.2,87
117867,23,Female,Computer Science,7.186500617592976,1.1,1.7,Yes,47.2,8.8,Good,7,PhD,Low,6.8,Yes,4.0,2,5.2,No,4,10.6,Cafe,Yes,Medium,10,9,6,Visual,9.2,100
