student_id,study_hours_per_day,time_management_score,attendance_percentage,learning_style,study_environment,Study_Stress_Interaction,GPA_Relative_Performance,exam_score,Pass_Fail
121317,1.9411076425123428,3.1,58.0,Kinesthetic,Dorm,7.182098277295669,-0.6810470341521868,72,1
121319,5.28240736600521,2.1,42.7,Visual,Quiet Room,24.827314620224488,-0.1810470341521868,87,1
121323,8.819206437088805,7.1,96.5,Reading,Cafe,44.09603218544403,0.348952965847813,96,1
121326,3.588871481176702,9.4,79.8,Visual,Library,27.99319755317828,-0.1210470341521872,89,1
121337,2.7929650301023328,1.2,43.1,Reading,Co-Learning Group,17.037086683624228,-1.171047034152187,54,0
121339,4.1498397920148165,4.9,68.2,Auditory,Quiet Room,18.674279064066678,0.348952965847813,100,1
121342,6.324943368713721,4.2,74.8,Auditory,Co-Learning Group,25.299773474854884,0.138952965847813,94,1
121345,5.129716565039508,7.2,84.7,Auditory,Cafe,20.51886626015803,0.348952965847813,100,1
121354,5.0826838148730245,3.7,49.0,Visual,Co-Learning Group,10.673636011233352,-0.191047034152187,75,1
121359,4.209866380601725,8.4,99.5,Kinesthetic,Dorm,16.8394655224069,0.348952965847813,100,1
121362,5.471490478278906,5.3,69.4,Auditory,Quiet Room,14.773024291353046,-0.2910470341521871,78,1
121368,8.630117508524645,7.7,72.3,Kinesthetic,Cafe,31.068423030688724,0.0489529658478131,92,1
121370,3.043030811126884,2.8,45.8,Auditory,Quiet Room,16.73666946119786,-0.6410470341521872,77,1
121377,4.117197216089013,9.9,65.4,Visual,Library,22.232864966880676,-0.2610470341521869,84,1
121382,4.6768624788840185,9.1,86.3,Kinesthetic,Cafe,23.85199864230849,0.348952965847813,100,1
121391,0.6273048523177517,7.1,75.9,Visual,Cafe,4.704786392383138,-1.171047034152187,51,0
121394,10.996066194269114,5.8,93.3,Reading,Quiet Room,43.98426477707645,0.348952965847813,89,1
121411,0.4323667294797703,3.5,74.2,Auditory,Dorm,2.1185969744508744,-0.841047034152187,65,1
121413,3.154199717352728,2.8,81.0,Reading,Cafe,21.763978049733826,-0.0710470341521869,92,1
121414,6.004198298762778,4.1,80.9,Auditory,Dorm,30.621411323690165,-0.8510470341521872,75,1
121416,6.415046745635249,7.2,71.0,Visual,Library,18.60363556234222,0.348952965847813,100,1
121426,4.769185133493731,6.3,47.0,Auditory,Cafe,4.769185133493731,0.348952965847813,96,1
121428,2.614205220312861,9.1,92.7,Kinesthetic,Cafe,12.80960557953302,0.348952965847813,100,1
121436,8.95181477201219,6.9,88.4,Auditory,Dorm,44.75907386006095,0.1489529658478128,85,1
121441,0.7186839950839824,7.7,54.1,Reading,Quiet Room,5.893208759688656,-0.6810470341521868,80,1
121442,4.894956634035643,5.0,53.9,Reading,Library,29.85923546761742,0.1289529658478128,98,1
121456,1.6506329412926055,7.9,54.1,Visual,Library,3.961519059102253,-0.1010470341521871,88,1
121460,5.420851059235935,7.5,92.9,Visual,Quiet Room,18.43089360140218,0.2089529658478128,89,1
121467,9.637724193880414,9.7,89.8,Auditory,Library,50.11616580817816,0.348952965847813,94,1
121469,6.549455267829275,3.9,76.6,Kinesthetic,Dorm,45.84618687480493,0.348952965847813,96,1
121470,3.055729840027001,6.8,61.2,Kinesthetic,Dorm,21.08453589618631,0.2589529658478131,97,1
121473,4.150481893082517,5.6,99.0,Visual,Co-Learning Group,28.22327687296112,0.348952965847813,100,1
121479,5.866212264365499,2.6,99.7,Visual,Cafe,51.03604669997984,0.3089529658478129,86,1
121484,3.074697103913466,4.1,47.9,Kinesthetic,Dorm,8.91662160134905,0.348952965847813,97,1
121512,8.357987420247497,6.6,94.9,Visual,Cafe,42.62573584326224,-0.2810470341521869,90,1
121523,0.0,7.2,48.8,Auditory,Cafe,0.0,-0.1210470341521872,91,1
121531,2.5344590500317032,7.3,64.5,Reading,Quiet Room,2.787904955034874,0.1689529658478128,100,1
121534,3.3846298517488136,4.5,87.0,Kinesthetic,Cafe,14.215445377345018,-0.6610470341521868,69,1
121540,6.195920791096445,3.4,65.7,Reading,Quiet Room,29.740419797262938,0.348952965847813,100,1
121545,5.985690413920706,3.6,86.9,Visual,Quiet Room,32.322728235171816,0.348952965847813,91,1
121547,6.914662197352012,9.3,73.7,Kinesthetic,Library,33.88184476702486,0.348952965847813,100,1
121552,4.400414669454678,6.8,84.8,Auditory,Co-Learning Group,25.082363615891666,0.348952965847813,100,1
121581,4.365212436171044,4.7,89.6,Kinesthetic,Co-Learning Group,36.66778446383677,0.348952965847813,96,1
121585,6.714071597690831,7.2,59.1,Auditory,Co-Learning Group,48.341315503373984,-0.381047034152187,78,1
121610,5.270598139513789,1.3,68.5,Reading,Library,23.717691627812048,0.348952965847813,100,1
121611,4.530801488916236,4.8,58.6,Kinesthetic,Dorm,18.123205955664943,-0.671047034152187,75,1
121614,2.939972644457687,1.2,76.9,Kinesthetic,Cafe,12.347885106722286,-0.2210470341521868,84,1
121617,5.226416683957741,4.9,50.7,Auditory,Cafe,9.930191699519709,0.348952965847813,100,1
121618,1.1607222685725234,7.6,93.8,Auditory,Quiet Room,5.919683569719869,-0.7310470341521871,87,1
121627,6.666979237071221,4.3,71.2,Kinesthetic,Library,24.66782317716352,0.348952965847813,100,1
121640,4.770570863282561,9.8,53.5,Kinesthetic,Co-Learning Group,16.219940935160707,0.2589529658478131,95,1
121641,5.099294322521411,5.0,83.0,Reading,Library,21.926965586842066,0.348952965847813,100,1
121646,8.319453866259197,8.3,55.2,Visual,Co-Learning Group,24.958361598777596,0.348952965847813,100,1
121650,1.5067298525977335,5.4,89.5,Visual,Library,8.889706130326628,0.348952965847813,100,1
121657,4.567386530300127,8.4,84.6,Kinesthetic,Quiet Room,27.86105783483077,0.0189529658478129,96,1
121666,5.1511622762472,2.3,49.9,Visual,Cafe,27.30116006411016,0.348952965847813,99,1
121676,3.81370547264752,8.7,55.1,Kinesthetic,Quiet Room,21.35675064682611,0.348952965847813,97,1
121678,3.5878586183309684,2.6,79.9,Kinesthetic,Library,16.86293550615555,-0.6210470341521872,76,1
121685,3.8276761009652,5.5,77.0,Kinesthetic,Dorm,18.37284528463296,0.1489529658478128,88,1
121687,10.99280659735873,5.6,59.9,Kinesthetic,Library,39.57410375049143,0.348952965847813,97,1
121690,10.019128206812944,9.1,93.5,Auditory,Dorm,17.032517951582005,0.348952965847813,100,1
121695,5.722418209914566,6.2,69.5,Visual,Cafe,35.47899290147031,-0.2710470341521871,81,1
121696,3.1948667745276422,3.1,64.1,Kinesthetic,Quiet Room,30.3512343580126,-1.341047034152187,59,0
121707,6.804856610435669,9.6,48.5,Kinesthetic,Quiet Room,48.99496759513682,0.178952965847813,100,1
121712,9.10452122103307,4.4,67.2,Reading,Cafe,56.44803157040503,-0.4310470341521868,82,1
121713,4.525682364441703,6.4,43.4,Auditory,Cafe,21.270707112876007,0.348952965847813,100,1
121715,0.0,7.6,67.7,Kinesthetic,Cafe,0.0,0.348952965847813,100,1
121720,3.3312284277865123,8.9,64.8,Reading,Quiet Room,16.656142138932562,0.348952965847813,99,1
121721,5.239081751057532,3.5,64.9,Auditory,Dorm,18.33678612870136,0.2889529658478129,95,1
121725,6.931025324271073,9.5,79.2,Auditory,Dorm,32.57581902407404,0.348952965847813,100,1
121726,4.086296006187522,1.9,68.3,Visual,Dorm,20.02285043031886,0.348952965847813,94,1
121730,5.614899178716247,5.6,55.0,Auditory,Library,24.70555638635149,-0.7210470341521868,83,1
121732,4.099941145371016,9.1,79.5,Reading,Library,40.99941145371016,0.348952965847813,91,1
121734,4.111750992305916,7.4,70.4,Auditory,Dorm,25.90403125152727,0.3389529658478132,98,1
121736,5.891401471209607,2.7,72.1,Visual,Cafe,43.5963708869511,0.348952965847813,88,1
121741,5.827309290486548,3.3,68.3,Visual,Quiet Room,12.820080439070408,0.348952965847813,89,1
121743,4.481088147628467,3.9,91.4,Visual,Dorm,22.853549552905186,0.348952965847813,96,1
121746,4.3636716536895,5.6,66.3,Auditory,Library,32.2911702373023,-0.3110470341521871,80,1
121750,5.660529780312804,5.2,51.5,Kinesthetic,Cafe,27.17054294550146,0.348952965847813,98,1
121751,3.9488720427198514,8.6,62.1,Reading,Dorm,18.559698600783303,-0.7910470341521871,61,1
121754,1.3255474883635856,4.9,48.8,Reading,Dorm,7.423065934836079,-1.171047034152187,67,1
121763,5.202256587633238,8.6,40.2,Reading,Quiet Room,37.45624743095932,-0.421047034152187,76,1
121766,4.86888476789523,8.2,89.9,Auditory,Co-Learning Group,14.606654303685689,-0.421047034152187,79,1
121769,3.1226230901171523,8.9,55.5,Kinesthetic,Co-Learning Group,22.482886248843496,-0.4310470341521868,75,1
121770,5.103585960274976,3.1,65.0,Visual,Library,17.352192264934917,0.348952965847813,100,1
121780,4.76661216014833,6.2,60.2,Kinesthetic,Co-Learning Group,35.74959120111247,-0.2410470341521868,86,1
121783,6.765474509056338,8.2,77.6,Reading,Quiet Room,21.649518428980283,0.348952965847813,100,1
121787,3.221870055916232,5.1,77.4,Auditory,Quiet Room,5.799366100649218,-0.5310470341521869,81,1
121788,4.343910321696805,3.7,98.9,Auditory,Cafe,19.113205415465945,-0.0810470341521871,90,1
121807,3.216547731832644,4.4,79.6,Visual,Quiet Room,10.29295274186446,-0.1410470341521872,92,1
121809,4.056975171457567,9.1,54.5,Kinesthetic,Library,33.26719640595204,0.348952965847813,95,1
121810,5.887286127267403,1.7,86.9,Auditory,Dorm,25.904058959976577,0.1289529658478128,96,1
121820,4.478399727437632,1.6,78.4,Visual,Quiet Room,28.661758255600848,0.0189529658478129,92,1
121824,4.568740020906992,4.0,68.6,Auditory,Cafe,13.249346060630277,-1.001047034152187,65,1
121825,3.1814780668332183,6.4,60.4,Auditory,Library,22.906642081199173,0.348952965847813,93,1
121828,2.854786259170593,10.0,87.0,Visual,Co-Learning Group,17.985153432774734,0.348952965847813,97,1
121843,6.867344699356674,1.6,94.8,Kinesthetic,Cafe,50.13161630530372,0.348952965847813,94,1
121844,7.349875641578921,7.6,55.1,Auditory,Quiet Room,42.62927872115774,0.348952965847813,100,1
121846,4.982532995544332,3.8,56.9,Visual,Co-Learning Group,31.88821117148373,-0.1110470341521869,83,1
121851,3.896723441708363,8.6,66.5,Auditory,Co-Learning Group,21.042306585225163,-0.2410470341521868,92,1
121860,0.797501812847193,9.8,40.6,Visual,Dorm,4.864761058367877,0.348952965847813,86,1
121861,5.589483917124415,7.1,95.0,Auditory,Cafe,32.41900671932161,0.348952965847813,100,1
121866,7.124377463795405,7.3,54.4,Visual,Cafe,27.78507210880208,0.348952965847813,94,1
121869,3.389529053621198,1.8,83.7,Reading,Library,8.134869728690875,-0.381047034152187,83,1
121873,3.3304989382590686,9.5,57.0,Visual,Co-Learning Group,7.327097664169951,-0.5610470341521872,75,1
121874,5.747653129285135,5.7,45.7,Auditory,Library,30.462561585211212,0.348952965847813,100,1
121882,7.478106484425316,6.6,65.1,Kinesthetic,Co-Learning Group,64.31171576605772,0.348952965847813,95,1
121886,6.921320694080343,9.4,90.2,Visual,Cafe,13.842641388160686,0.348952965847813,95,1
121899,4.993247467692168,7.1,56.3,Auditory,Quiet Room,5.9918969612306014,0.348952965847813,96,1
121916,4.6207069901762265,3.4,52.7,Auditory,Quiet Room,4.6207069901762265,0.348952965847813,100,1
121933,2.747362396093242,9.1,60.3,Reading,Quiet Room,12.637867022028912,-0.591047034152187,68,1
121936,4.569582610321161,3.6,74.7,Visual,Library,28.788370445023315,-1.1610470341521868,70,1
121944,4.887980434731796,6.9,50.8,Visual,Cafe,19.063123695454003,0.348952965847813,100,1
121951,4.475775002989485,2.4,77.7,Kinesthetic,Quiet Room,22.378875014947425,0.348952965847813,100,1
121958,5.800102133791747,9.2,78.3,Visual,Dorm,31.32055152247544,0.348952965847813,97,1
121962,5.135475593948059,1.2,95.9,Reading,Co-Learning Group,19.00125969760782,0.348952965847813,100,1
121974,3.927818488734789,2.0,96.6,Visual,Quiet Room,15.318492106065676,-0.3710470341521872,85,1
121976,8.951136257455035,6.3,86.5,Visual,Dorm,59.972612924948734,0.348952965847813,92,1
121977,4.973247663015229,6.8,81.5,Auditory,Cafe,19.395665885759392,0.348952965847813,100,1
121979,8.454427340871423,8.5,50.4,Visual,Library,37.19948029983426,0.348952965847813,93,1
121981,7.519500114356568,3.4,65.7,Visual,Quiet Room,27.8221504231193,0.348952965847813,100,1
121983,2.723141162169461,6.0,95.8,Visual,Dorm,7.352481137857545,-0.9510470341521868,66,1
121986,6.220474408802668,2.5,75.4,Kinesthetic,Co-Learning Group,62.204744088026686,-0.7610470341521869,67,1
121995,9.885393186148344,8.7,77.6,Kinesthetic,Dorm,56.34674116104556,0.348952965847813,95,1
122008,2.2614944630726885,7.5,56.9,Kinesthetic,Cafe,10.629023976441635,0.118952965847813,100,1
122011,5.303038481865386,9.8,57.1,Kinesthetic,Library,16.969723141969236,0.348952965847813,100,1
122029,1.6438801315164668,8.9,77.0,Auditory,Library,7.726236618127395,-0.2610470341521869,90,1
122037,4.2064863279081415,3.3,73.3,Auditory,Dorm,27.762809764193733,-0.1110470341521869,83,1
122041,6.645575956696125,7.8,64.9,Visual,Library,37.2152253574983,-0.0110470341521868,95,1
122047,2.48961355013107,4.6,47.0,Auditory,Cafe,13.44391317070778,-1.3110470341521872,54,0
122053,7.034588106353429,9.7,78.3,Visual,Library,37.98677577430852,0.348952965847813,100,1
122058,0.0,6.9,56.1,Kinesthetic,Co-Learning Group,0.0,0.1889529658478128,100,1
122073,3.533352237915474,5.3,49.5,Visual,Cafe,20.1401077561182,0.348952965847813,96,1
122079,3.1936093510046977,6.4,67.0,Reading,Cafe,15.64868581992302,0.348952965847813,100,1
122094,8.439995004640469,7.3,81.9,Kinesthetic,Dorm,55.70396703062709,0.2989529658478131,89,1
122096,8.256724322723622,6.6,54.4,Reading,Quiet Room,23.11882810362614,-0.191047034152187,86,1
122110,6.714478065396133,1.6,57.8,Reading,Quiet Room,12.757508324252653,0.348952965847813,100,1
122119,3.063076783245011,1.1,81.8,Auditory,Dorm,17.765845342821063,-0.7810470341521869,70,1
122123,3.5424793419120864,9.5,93.4,Kinesthetic,Cafe,22.317619854046143,-0.0410470341521871,86,1
122127,4.026861110258342,8.2,45.0,Auditory,Library,20.13430555129171,0.0389529658478129,97,1
122129,7.932794033134126,4.5,79.8,Auditory,Dorm,38.87069076235722,0.348952965847813,97,1
122136,2.8438969379056447,6.2,65.8,Auditory,Cafe,7.394132038554677,-0.5110470341521869,75,1
122146,5.025085552985062,7.8,51.2,Reading,Dorm,36.68312453679095,0.138952965847813,92,1
122157,4.82951816840148,8.4,88.9,Reading,Quiet Room,30.42596446092932,-0.3910470341521872,83,1
122159,6.214444901144105,1.4,89.8,Visual,Cafe,30.45078001560612,0.348952965847813,99,1
122166,5.600764213878102,6.6,49.4,Reading,Co-Learning Group,43.12588444686138,0.0389529658478129,94,1
122174,3.340056426296217,9.5,88.6,Reading,Cafe,8.684146708370164,-0.591047034152187,76,1
122188,6.923842142219044,8.6,66.3,Auditory,Dorm,43.62020549597997,-0.3510470341521872,87,1
122198,3.4575677037837003,7.7,92.1,Visual,Dorm,13.48451404475643,-0.591047034152187,78,1
122206,6.869198896900112,2.1,95.9,Visual,Dorm,26.78987569791044,-0.231047034152187,90,1
122211,2.3015495235649355,9.1,98.5,Visual,Cafe,15.65053676024156,0.348952965847813,92,1
122213,5.090624233960392,1.5,89.4,Kinesthetic,Quiet Room,22.39874662942573,0.348952965847813,100,1
122214,2.4974403023849536,1.7,94.1,Visual,Dorm,17.482082116694677,0.348952965847813,100,1
122222,4.954937602389837,9.9,66.8,Auditory,Dorm,41.125982099835646,-1.0410470341521871,66,1
122231,4.515444986804066,5.2,77.2,Kinesthetic,Dorm,22.125680435339923,0.0489529658478131,100,1
122242,4.629483474993374,1.6,41.3,Visual,Library,29.16574589245825,-0.651047034152187,77,1
122243,5.26075516747091,3.4,40.6,Kinesthetic,Cafe,14.204038952171455,0.158952965847813,88,1
122245,4.7814941606401815,6.0,74.3,Kinesthetic,Co-Learning Group,32.03601087628922,0.348952965847813,100,1
122255,3.151409357670482,7.2,99.4,Visual,Cafe,12.290496494914878,-0.2210470341521868,86,1
122265,3.422468961613852,2.4,78.3,Visual,Cafe,34.22468961613852,-1.0610470341521872,58,0
122278,2.845432972716066,6.6,69.4,Kinesthetic,Dorm,12.804448377222297,-0.3510470341521872,82,1
122279,2.711468990188953,5.3,82.7,Reading,Co-Learning Group,13.015051152906974,-0.231047034152187,92,1
122282,5.587680789645709,2.4,91.8,Kinesthetic,Dorm,26.8208677902994,-0.5610470341521872,75,1
122314,4.124713714695552,4.7,55.4,Visual,Library,20.211097202008208,-0.5810470341521872,75,1
122318,4.429111363387153,7.1,42.2,Auditory,Library,11.515689544806598,-0.4810470341521871,70,1
122328,3.652120235944748,5.9,71.9,Visual,Co-Learning Group,9.86072463705082,-0.5110470341521869,80,1
122331,6.04321330759599,6.7,50.4,Reading,Quiet Room,30.820387868739548,0.3089529658478129,97,1
122332,7.616880068418016,2.5,75.7,Auditory,Cafe,32.75258429419747,0.348952965847813,93,1
122339,3.5420686212228985,7.9,88.2,Auditory,Co-Learning Group,7.792550966690377,0.348952965847813,96,1
122344,5.747794422394413,1.4,50.9,Kinesthetic,Co-Learning Group,33.911987092127035,-0.2510470341521871,81,1
122346,7.137704294277086,9.6,84.9,Kinesthetic,Quiet Room,57.101634354216685,0.348952965847813,100,1
122352,6.370495497594537,5.2,61.8,Reading,Co-Learning Group,36.31182433628887,0.348952965847813,100,1
122366,0.5242880434806773,1.5,56.1,Visual,Co-Learning Group,4.456448369585757,-0.8910470341521872,69,1
122378,4.069607902542332,8.3,65.7,Visual,Co-Learning Group,17.499313980932026,0.348952965847813,100,1
122384,2.932562346631664,9.6,55.5,Kinesthetic,Quiet Room,24.926779946369145,-0.0610470341521871,86,1
122403,4.52444998908064,8.9,67.5,Auditory,Quiet Room,28.504034931208032,-0.7710470341521871,70,1
122410,8.154197184887192,4.7,94.8,Kinesthetic,Quiet Room,70.94151550851856,0.348952965847813,97,1
122415,6.435068146080744,9.3,75.9,Visual,Cafe,23.16624532589068,-0.1810470341521868,97,1
122417,6.516858966958772,1.7,68.8,Visual,Dorm,41.70789738853614,0.2389529658478131,100,1
122429,6.785448334373507,2.9,98.5,Auditory,Quiet Room,40.0341451728037,0.348952965847813,100,1
122433,5.016432948246474,2.4,62.7,Auditory,Quiet Room,32.105170868777435,0.348952965847813,94,1
122434,6.906924877403965,2.4,61.9,Kinesthetic,Co-Learning Group,19.3393896567311,-0.361047034152187,89,1
122435,2.396611112640892,8.4,90.5,Visual,Co-Learning Group,10.065766673091748,-0.0310470341521869,87,1
122438,8.0513759710001,3.3,94.2,Visual,Dorm,27.37467830140034,0.1689529658478128,94,1
122455,5.21376475772575,3.1,83.5,Reading,Quiet Room,34.41084740098995,0.348952965847813,100,1
122457,5.170304502987056,6.7,70.9,Kinesthetic,Cafe,35.15807062031198,-0.2910470341521871,78,1
122465,1.865841254568373,1.8,50.9,Auditory,Dorm,11.0084634019534,-0.9610470341521872,58,0
122487,6.383308501107972,9.0,74.0,Auditory,Cafe,39.57651270686943,0.0789529658478129,95,1
122491,6.393781597694205,4.6,58.2,Visual,Cafe,30.050773509162763,0.348952965847813,96,1
122504,2.836572027081976,3.8,77.8,Auditory,Quiet Room,12.197259716452496,0.348952965847813,100,1
122506,4.453829000865969,3.4,58.8,Kinesthetic,Library,32.51295170632157,0.2089529658478128,100,1
122518,4.642570720985817,6.4,79.4,Reading,Cafe,32.033737974802136,0.348952965847813,99,1
122531,5.6739327538554125,4.3,91.6,Kinesthetic,Cafe,33.47620324774694,0.0289529658478131,100,1
122546,3.898777756367654,8.1,97.3,Kinesthetic,Dorm,28.071199845847108,0.1689529658478128,94,1
122556,6.012246400123851,6.1,53.2,Reading,Library,27.65633344056971,0.348952965847813,100,1
122558,5.467368557883716,2.4,55.3,Kinesthetic,Quiet Room,18.589053096804637,0.348952965847813,97,1
122577,3.773499207156467,5.4,84.7,Auditory,Dorm,6.414948652165993,-0.4310470341521868,88,1
122580,3.5584016971842787,9.1,44.5,Visual,Dorm,23.48545120141624,-0.2410470341521868,87,1
122592,6.277240872500474,4.6,92.9,Kinesthetic,Co-Learning Group,33.89710071150256,0.2089529658478128,89,1
122598,4.013762430137308,3.0,62.6,Kinesthetic,Co-Learning Group,14.048168505480575,0.348952965847813,100,1
122603,6.485796967549987,4.3,70.3,Reading,Dorm,23.99744877993496,-0.2210470341521868,86,1
122614,4.297399429972411,3.8,85.9,Kinesthetic,Cafe,25.354656636837227,0.348952965847813,100,1
122618,2.627358172447975,1.3,94.1,Reading,Co-Learning Group,22.33254446580779,0.158952965847813,97,1
122622,4.12934763344952,7.3,80.5,Visual,Library,18.58206435052284,0.348952965847813,100,1
122627,9.782583903325207,1.3,85.7,Auditory,Cafe,40.10859400363335,0.2289529658478128,90,1
122629,7.344632135397488,2.4,55.2,Auditory,Quiet Room,15.423727484334725,0.348952965847813,100,1
122631,6.415158801105207,6.6,78.1,Visual,Cafe,15.396381122652496,0.3189529658478132,98,1
122632,2.475048221658486,4.8,96.0,Auditory,Quiet Room,21.78042435059468,-0.0910470341521869,85,1
122634,4.258842566506776,2.3,56.2,Kinesthetic,Library,15.331833239424396,-0.211047034152187,81,1
122637,3.4278431668013143,1.3,68.8,Kinesthetic,Cafe,13.711372667205255,0.348952965847813,90,1
122643,6.331679090015659,3.3,79.6,Visual,Quiet Room,21.52770890605324,0.2489529658478129,100,1
122644,4.835354223409739,3.6,89.3,Visual,Quiet Room,26.110912806412596,0.3089529658478129,99,1
122645,3.982797417797999,3.3,53.0,Kinesthetic,Cafe,35.44689701840219,0.348952965847813,99,1
122660,4.011987197621708,4.6,68.7,Reading,Quiet Room,17.652743669535518,0.348952965847813,100,1
122667,0.8486779160017677,8.0,62.9,Kinesthetic,Library,7.468365660815556,-0.651047034152187,70,1
122669,5.908840290339767,6.6,63.8,Kinesthetic,Quiet Room,34.27127368397065,-0.381047034152187,80,1
122676,7.1681819162621725,7.3,72.1,Kinesthetic,Quiet Room,56.62863713847116,0.1889529658478128,94,1
122679,3.770825284750369,4.3,55.7,Auditory,Quiet Room,33.93742756275332,-0.1810470341521868,83,1
122684,2.671463283278969,4.2,61.7,Reading,Library,12.288731103083256,-0.8010470341521869,75,1
122690,3.358589924995836,5.8,91.5,Kinesthetic,Dorm,17.46466760997835,0.348952965847813,100,1
122693,7.76764861420651,2.1,94.5,Visual,Quiet Room,45.05236196239776,0.348952965847813,95,1
122708,1.160502373397254,5.5,64.7,Kinesthetic,Dorm,5.106210442947917,-0.3010470341521869,92,1
122714,7.402234712694585,6.2,56.5,Reading,Library,33.31005620712563,0.348952965847813,100,1
122723,2.569194282306037,9.2,65.2,Reading,Co-Learning Group,8.221421703379319,0.2089529658478128,100,1
122726,8.0014303489786,9.2,69.5,Visual,Co-Learning Group,52.809440303258754,0.348952965847813,90,1
122737,6.8280347358183455,7.0,62.3,Kinesthetic,Co-Learning Group,57.3554917808741,0.348952965847813,100,1
122742,5.987964408810557,6.4,77.8,Kinesthetic,Dorm,15.568707462907447,0.118952965847813,87,1
122747,3.8258248105464094,6.7,62.5,Reading,Quiet Room,22.954948863278457,-0.921047034152187,70,1
122754,3.932353327546777,5.2,59.1,Visual,Dorm,26.346767294563406,0.348952965847813,100,1
122756,5.890108672398892,3.2,67.9,Auditory,Library,49.47691284815069,0.3189529658478132,93,1
122763,3.375425088506909,3.3,79.2,Visual,Library,12.489072827475564,0.158952965847813,93,1
122766,7.411230578846949,6.2,45.5,Auditory,Co-Learning Group,63.73658297808376,0.3189529658478132,99,1
122770,5.775929466718595,4.4,55.2,Reading,Cafe,30.61242617360855,-0.3210470341521869,83,1
122776,2.812263605799414,4.3,62.7,Visual,Cafe,16.873581634796484,0.348952965847813,100,1
122795,6.132654314126654,8.9,80.9,Auditory,Library,34.95612959052193,-0.0910470341521869,91,1
122801,6.744709607908853,4.8,47.5,Kinesthetic,Co-Learning Group,38.44484476508047,0.348952965847813,100,1
122802,3.6735858015452862,8.3,82.5,Kinesthetic,Co-Learning Group,32.694913633753046,-0.2410470341521868,89,1
122808,4.5538119793965,7.3,42.0,Visual,Library,32.787446251654806,-1.051047034152187,68,1
122810,2.855693216290532,9.1,84.7,Visual,Dorm,12.565050151678342,0.348952965847813,100,1
122814,0.0,4.4,55.1,Visual,Cafe,0.0,0.348952965847813,100,1
122815,4.165318958852028,2.8,40.9,Visual,Cafe,28.740700816078995,-0.2510470341521871,87,1
122820,7.581753404612551,6.9,46.6,Visual,Dorm,21.9870848733764,0.348952965847813,93,1
122832,6.854687774131743,2.4,67.8,Auditory,Library,53.4665646382276,-0.4110470341521868,85,1
122843,3.948870362209185,7.1,47.9,Auditory,Co-Learning Group,15.79548144883674,-0.7610470341521869,70,1
122856,3.558571155194088,10.0,51.0,Visual,Cafe,15.301855967334578,0.348952965847813,98,1
122870,5.7196422389592,8.8,52.3,Reading,Library,21.73464050804496,0.348952965847813,100,1
122871,5.114472938094776,7.8,91.9,Reading,Co-Learning Group,5.114472938094776,0.348952965847813,100,1
122876,3.5740445500321534,4.3,57.2,Auditory,Library,22.873885120205784,-1.1610470341521868,68,1
122879,3.363061870509868,6.3,99.1,Reading,Cafe,9.41657323742763,0.348952965847813,100,1
122880,2.052722983215129,7.9,95.7,Visual,Quiet Room,8.005619634539004,-0.4510470341521868,80,1
122885,5.9955978402209205,6.4,61.8,Kinesthetic,Dorm,22.183712008817405,-0.8510470341521872,60,1
122905,7.5108420220364,7.3,47.9,Reading,Co-Learning Group,22.5325260661092,-0.361047034152187,81,1
122906,5.380835834618968,3.2,78.0,Reading,Library,15.06634033693311,0.348952965847813,100,1
122917,6.649854514817132,8.4,83.9,Reading,Quiet Room,37.90417073445766,0.348952965847813,89,1
122927,1.8611790408234352,3.4,86.1,Kinesthetic,Quiet Room,6.141890834717336,-0.7510470341521871,70,1
122931,4.466499361070154,6.2,60.1,Auditory,Library,17.4193475081736,-0.8910470341521872,76,1
122933,6.580036486868586,7.8,63.6,Visual,Library,32.24217878565607,0.348952965847813,93,1
122937,0.7790913271003123,2.7,67.4,Kinesthetic,Quiet Room,4.285002299051717,-0.5110470341521869,72,1
122938,4.949288407683335,2.5,83.3,Visual,Co-Learning Group,35.63487653532002,0.2189529658478131,96,1
122946,4.829020181233815,5.5,73.6,Kinesthetic,Dorm,15.45286457994821,-1.091047034152187,67,1
122954,2.774442420112693,7.3,62.0,Reading,Dorm,19.421096940788853,0.348952965847813,100,1
122963,4.276164971336106,4.4,59.6,Auditory,Cafe,16.677043388210816,-0.6010470341521872,90,1
122965,5.079966319794936,1.6,86.8,Visual,Dorm,39.11574066242101,-0.231047034152187,77,1
122977,2.394238704468231,4.4,48.7,Visual,Library,9.3375309474261,0.3389529658478132,100,1
122979,5.864495333813984,3.9,49.6,Visual,Library,15.834137401297758,0.348952965847813,100,1
122988,2.72856267144547,7.4,95.9,Auditory,Dorm,14.46138215866099,-1.4910470341521869,60,1
123016,2.848195661267215,7.5,50.5,Kinesthetic,Library,18.228452232110172,0.0489529658478131,94,1
123021,6.130037356698253,4.1,62.4,Reading,Library,14.712089656075806,-0.2210470341521868,90,1
123024,1.4592448819378294,9.3,97.7,Kinesthetic,Cafe,10.506563149952372,0.0889529658478132,82,1
123032,4.422897626441383,8.9,53.4,Auditory,Quiet Room,8.845795252882766,0.348952965847813,98,1
123045,3.7841628794255535,6.8,56.0,Auditory,Dorm,17.407149245357544,0.348952965847813,96,1
123048,3.2561295459433297,7.9,42.3,Auditory,Dorm,17.257486593499646,-0.8710470341521872,70,1
123052,2.8031559242045896,9.1,72.2,Kinesthetic,Cafe,13.73546402860249,-0.5110470341521869,77,1
