student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score,Study_Stress_Interaction,GPA_Relative_Performance,Pass_Fail
104297,20,Other,Computer Science,3.3233554449467926,3.8,0.4,No,61.7,4.5,Good,7,High School,Medium,8.4,Yes,2.65,5,6.1,No,3,9.0,Cafe,Yes,Low,10,1,10,Auditory,3.9,65,20.272468214175433,-1.001047034152187,1
104303,28,Other,Computer Science,7.716287541061603,5.0,2.1,No,40.9,5.7,Fair,1,PhD,Low,6.1,No,4.0,3,7.5,No,1,16.2,Quiet Room,No,Low,10,9,6,Visual,6.6,93,57.87215655796202,0.348952965847813,1
104310,27,Other,Computer Science,4.90327786061347,3.1,1.1,No,94.1,6.0,Fair,7,Some College,High,6.5,No,3.3,7,4.6,No,2,9.4,Library,Yes,High,10,7,8,Kinesthetic,6.2,81,22.555078158821964,-0.3510470341521872,1
104318,20,Other,Computer Science,4.339213990935078,4.2,2.9,Yes,80.1,6.2,Good,5,Some College,Medium,8.8,Yes,3.81,8,2.8,No,3,12.3,Quiet Room,No,Low,10,10,5,Auditory,4.5,91,12.149799174618218,0.15895296584781304,1
104324,28,Male,Computer Science,4.384106881622845,0.4,2.6,No,56.6,7.9,Fair,5,Master,Medium,7.2,No,4.0,6,2.6,No,4,9.3,Co-Learning Group,No,High,1,10,5,Auditory,9.6,99,11.398677892219398,0.348952965847813,1
104325,19,Male,Computer Science,0.0,0.3,1.0,Yes,68.5,6.3,Good,3,Some College,Low,9.4,Yes,3.83,1,6.5,No,2,2.4,Library,No,Medium,10,1,10,Auditory,9.3,95,0.0,0.17895296584781306,1
104330,20,Male,Computer Science,2.578345840591512,0.7,3.4,No,84.2,7.8,Fair,0,Bachelor,Medium,8.3,No,2.77,4,5.6,No,1,8.7,Library,Yes,Low,4,3,10,Auditory,5.4,78,14.438736707312467,-0.881047034152187,1
104334,20,Female,Computer Science,7.273282860175767,1.5,3.5,No,52.5,4.0,Fair,0,High School,Low,3.9,Yes,3.69,7,1.0,No,1,14.2,Cafe,No,Medium,9,3,10,Reading,1.3,100,7.273282860175767,0.03895296584781294,1
104337,28,Male,Computer Science,1.0955068121011526,2.0,0.4,Yes,44.6,7.6,Fair,5,Some College,Medium,4.5,No,2.92,3,4.1,No,0,5.1,Library,Yes,Medium,3,6,9,Reading,3.9,71,4.491577929614725,-0.7310470341521871,1
104354,25,Male,Computer Science,5.079719047463857,2.1,3.8,Yes,89.1,4.6,Good,4,High School,High,9.7,No,3.21,2,4.8,No,5,11.7,Quiet Room,No,Low,7,8,7,Reading,4.6,80,24.382651427826513,-0.44104703415218705,1
104356,25,Other,Computer Science,3.3727020769555147,2.8,1.1,No,72.9,5.4,Good,3,Some College,Medium,9.1,No,3.68,3,6.1,No,0,9.2,Co-Learning Group,No,Medium,5,5,10,Kinesthetic,3.4,92,20.57348266942864,0.02895296584781315,1
104363,28,Other,Computer Science,3.1649186584574256,1.5,2.1,No,79.8,7.4,Fair,2,PhD,Low,4.7,Yes,2.73,2,5.2,No,1,7.6,Dorm,No,Low,7,7,8,Kinesthetic,7.9,76,16.457577023978615,-0.921047034152187,1
104365,20,Male,Computer Science,2.912370403819444,0.8,3.6,Yes,48.0,8.1,Fair,1,PhD,Medium,4.5,Yes,4.0,1,4.5,No,2,8.3,Co-Learning Group,Yes,Medium,4,1,10,Auditory,9.3,95,13.105666817187497,0.348952965847813,1
104366,17,Female,Computer Science,4.72623598345646,4.1,2.0,No,64.3,6.3,Good,1,Master,High,7.7,No,4.0,4,4.7,No,0,11.3,Co-Learning Group,Yes,High,5,3,10,Reading,5.5,100,22.213309122245363,0.348952965847813,1
104370,22,Other,Computer Science,7.159761276164474,3.4,0.9,Yes,78.2,6.6,Fair,2,Some College,Low,7.6,Yes,3.97,4,4.6,No,3,12.0,Cafe,No,High,5,1,10,Kinesthetic,5.8,100,32.934901870356576,0.3189529658478132,1
104375,20,Male,Computer Science,5.2668760071058704,1.3,0.9,No,87.7,10.7,Fair,2,Master,Medium,5.6,Yes,4.0,6,8.0,No,0,8.9,Co-Learning Group,No,Low,4,2,10,Auditory,6.2,100,42.135008056846964,0.348952965847813,1
104382,19,Female,Computer Science,7.577802686017076,0.6,1.4,No,83.9,9.2,Good,7,Bachelor,High,5.3,Yes,3.47,7,5.3,No,2,11.5,Dorm,No,Medium,6,3,10,Visual,8.3,90,40.162354235890504,-0.18104703415218681,1
104383,26,Female,Computer Science,3.697314439623888,3.6,0.8,Yes,84.9,6.1,Fair,2,Master,Low,8.9,Yes,2.51,3,8.6,Yes,5,8.2,Quiet Room,Yes,Low,8,2,10,Visual,7.8,63,31.796904180765434,-1.1410470341521872,1
104385,23,Female,Computer Science,5.689380895571185,2.4,1.4,No,82.6,6.4,Fair,3,Some College,High,7.0,No,3.25,6,4.5,No,3,9.9,Cafe,No,Medium,4,9,6,Visual,3.4,88,25.602214030070332,-0.401047034152187,1
104388,20,Female,Computer Science,3.6793118517155112,1.1,3.5,No,50.0,5.3,Good,6,PhD,High,5.6,No,3.32,2,7.6,No,1,9.0,Quiet Room,No,High,3,4,10,Visual,7.0,79,27.962770073037884,-0.33104703415218717,1
104393,25,Other,Computer Science,5.907276781507506,4.0,1.9,Yes,55.5,9.6,Good,5,PhD,Medium,5.2,No,3.52,4,5.5,No,5,12.9,Library,No,Medium,10,3,10,Visual,7.5,79,32.49002229829129,-0.131047034152187,1
104395,21,Other,Computer Science,6.2286702480030245,1.6,3.4,No,96.2,8.9,Good,5,Some College,High,6.8,No,3.92,8,4.2,No,0,11.3,Library,No,Low,10,4,10,Kinesthetic,1.1,94,26.160415041612705,0.2689529658478129,1
104409,28,Male,Computer Science,5.079322769994048,1.1,0.5,Yes,67.5,6.8,Good,6,High School,Medium,5.5,Yes,3.49,1,5.2,No,4,7.4,Library,Yes,Low,4,4,10,Visual,9.9,82,26.412478403969054,-0.1610470341521868,1
104411,25,Other,Computer Science,5.751111282903313,1.9,2.7,No,42.3,5.6,Poor,4,PhD,High,3.8,No,3.35,7,3.5,No,5,10.5,Quiet Room,Yes,High,9,3,10,Reading,8.0,82,20.128889490161598,-0.3010470341521869,1
104416,24,Other,Computer Science,4.060369624964724,1.9,0.3,Yes,72.5,8.0,Fair,7,Some College,High,6.2,Yes,4.0,2,6.0,No,1,7.5,Cafe,Yes,High,2,8,7,Auditory,3.6,100,24.362217749788343,0.348952965847813,1
104426,18,Male,Computer Science,2.7511842253442937,3.2,0.9,No,95.5,8.5,Good,2,High School,High,6.2,Yes,3.17,6,4.8,No,3,7.6,Quiet Room,No,High,4,10,5,Visual,2.9,75,13.20568428165261,-0.4810470341521871,1
104431,23,Other,Computer Science,4.994062924266878,3.1,3.6,No,80.3,8.1,Good,1,High School,Medium,4.8,Yes,4.0,1,2.1,No,5,12.1,Dorm,No,Low,3,6,9,Auditory,1.8,100,10.487532140960443,0.348952965847813,1
104440,23,Other,Computer Science,4.784544517821415,3.7,1.8,Yes,93.6,9.2,Poor,6,PhD,Low,7.3,No,4.0,6,2.8,No,3,11.5,Quiet Room,Yes,Low,10,2,10,Kinesthetic,6.6,99,13.396724649899962,0.348952965847813,1
104448,28,Other,Computer Science,4.302629598897542,2.7,2.4,Yes,97.9,7.2,Fair,7,High School,Medium,5.2,No,4.0,5,1.8,No,4,11.0,Quiet Room,Yes,High,4,5,10,Auditory,1.2,95,7.744733278015575,0.348952965847813,1
104449,19,Male,Computer Science,4.181671937199011,1.3,1.2,Yes,52.1,9.7,Good,5,Bachelor,Low,10.0,No,3.89,5,3.2,No,5,7.4,Co-Learning Group,No,Medium,10,10,5,Reading,5.8,100,13.381350199036838,0.23895296584781311,1
104453,27,Female,Computer Science,6.326962401000447,0.4,0.3,Yes,42.2,7.7,Poor,1,PhD,Medium,5.9,No,3.18,7,4.7,No,3,8.2,Co-Learning Group,No,Medium,9,8,7,Auditory,8.2,75,29.7367232847021,-0.47104703415218685,1
104458,21,Male,Computer Science,3.89591717124095,2.2,2.9,Yes,47.7,4.9,Fair,2,High School,Medium,8.8,Yes,4.0,5,5.8,No,2,9.9,Library,Yes,Medium,1,7,8,Auditory,1.8,100,22.59631959319751,0.348952965847813,1
104460,28,Male,Computer Science,3.842695550208462,0.7,1.6,Yes,89.5,8.4,Good,5,PhD,Low,5.3,No,4.0,8,4.5,No,5,6.9,Cafe,Yes,Medium,10,8,7,Auditory,2.9,100,17.292129975938078,0.348952965847813,1
104463,18,Other,Computer Science,5.397724788364659,2.0,1.2,Yes,83.7,7.0,Good,4,PhD,Low,8.8,No,4.0,6,5.1,No,0,10.4,Dorm,Yes,High,3,6,9,Visual,6.1,99,27.52839642065976,0.348952965847813,1
104464,26,Male,Computer Science,3.4463647130653663,4.1,1.9,Yes,46.5,8.6,Fair,0,PhD,High,5.1,Yes,2.83,7,4.1,No,5,11.0,Dorm,Yes,High,6,8,7,Auditory,5.3,76,14.130095323568,-0.8210470341521869,1
104469,20,Other,Computer Science,4.349149023972254,0.2,3.5,No,92.8,6.3,Fair,4,Master,Medium,5.0,No,3.6,7,8.7,No,4,9.1,Cafe,No,Medium,6,8,7,Kinesthetic,9.0,83,37.837596508558605,-0.05104703415218692,1
104485,18,Other,Computer Science,4.264755539841726,1.7,1.7,Yes,89.0,9.0,Good,4,Some College,Low,7.0,Yes,3.53,6,4.6,No,3,8.7,Co-Learning Group,Yes,Medium,5,8,7,Kinesthetic,5.6,87,19.617875483271938,-0.1210470341521872,1
104488,19,Female,Computer Science,4.283673909888189,1.2,1.7,Yes,43.5,4.8,Good,0,Master,Low,8.1,No,2.74,3,4.0,No,3,8.6,Co-Learning Group,Yes,High,9,4,10,Reading,7.5,68,17.134695639552756,-0.9110470341521868,1
104489,20,Other,Computer Science,3.6878684469862426,3.2,3.2,Yes,61.1,9.8,Fair,2,High School,Low,8.6,No,3.76,5,2.1,No,0,11.2,Cafe,Yes,High,7,5,10,Auditory,9.9,100,7.74452373867111,0.10895296584781278,1
104493,22,Other,Computer Science,3.604081683566736,2.3,0.1,No,42.8,6.1,Good,1,Bachelor,Medium,9.9,Yes,2.53,4,5.9,No,2,7.9,Cafe,No,Medium,5,1,10,Reading,9.0,68,21.264081933043744,-1.1210470341521872,1
104496,27,Other,Computer Science,4.874812963346841,1.5,2.7,No,61.6,5.7,Poor,3,High School,Low,10.0,Yes,2.8,2,1.0,No,2,10.8,Dorm,No,Low,9,3,10,Kinesthetic,1.8,69,4.874812963346841,-0.8510470341521872,1
104497,17,Male,Computer Science,1.8970357084961167,3.9,2.4,Yes,43.2,10.2,Fair,7,Bachelor,Medium,9.9,Yes,2.77,4,3.4,No,4,8.3,Library,No,Medium,9,3,10,Kinesthetic,2.6,70,6.449921408886796,-0.881047034152187,1
104503,24,Other,Computer Science,8.36907778407873,1.4,1.4,No,65.6,4.5,Good,2,PhD,Low,10.0,Yes,3.32,8,5.4,No,2,11.5,Quiet Room,Yes,Low,5,2,10,Auditory,2.9,88,45.193020034025146,-0.33104703415218717,1
104511,21,Male,Computer Science,6.855247340055907,1.1,1.1,No,76.2,7.0,Good,4,Some College,Medium,5.2,No,4.0,5,5.3,No,5,9.5,Dorm,Yes,High,9,10,5,Visual,2.5,98,36.33281090229631,0.348952965847813,1
104518,25,Female,Computer Science,6.287334374430187,0.7,1.6,Yes,61.3,7.1,Good,0,High School,Low,7.9,No,3.31,6,2.1,No,3,9.3,Cafe,No,High,5,2,10,Kinesthetic,8.3,87,13.203402186303393,-0.34104703415218696,1
104519,22,Male,Computer Science,7.786540555841096,3.2,2.4,Yes,84.0,7.7,Good,2,Master,High,3.0,No,4.0,2,6.5,No,0,13.4,Cafe,Yes,Low,5,4,10,Visual,8.4,100,50.61251361296713,0.348952965847813,1
104522,23,Other,Computer Science,4.94493344401627,0.4,2.3,No,95.9,5.9,Poor,3,High School,Low,7.6,Yes,3.19,5,7.0,No,1,9.5,Co-Learning Group,Yes,Medium,8,8,7,Auditory,7.6,91,34.61453410811389,-0.46104703415218706,1
104524,28,Other,Computer Science,6.566722724409996,4.1,0.7,No,52.8,4.0,Poor,6,Master,High,6.0,No,4.0,7,6.2,No,1,13.3,Co-Learning Group,Yes,Medium,6,10,5,Visual,8.4,98,40.71368089134198,0.348952965847813,1
104525,24,Other,Computer Science,6.217001904668415,4.7,2.1,Yes,97.0,7.6,Fair,3,PhD,Low,7.0,No,3.16,7,5.4,No,4,14.5,Co-Learning Group,Yes,High,3,4,10,Auditory,4.9,74,33.571810285209445,-0.49104703415218687,1
104529,28,Other,Computer Science,6.193274878663512,4.4,0.6,No,86.0,7.7,Fair,1,High School,Low,5.9,No,4.0,7,8.9,No,1,11.3,Co-Learning Group,Yes,High,2,6,9,Auditory,5.6,100,55.120146420105264,0.348952965847813,1
104532,24,Other,Computer Science,6.739929740209818,1.3,3.3,Yes,68.8,5.5,Good,3,Some College,High,6.0,No,4.0,7,1.0,No,3,12.9,Quiet Room,Yes,Low,10,6,9,Kinesthetic,1.8,100,6.739929740209818,0.348952965847813,1
104538,20,Other,Computer Science,4.63532134367739,2.3,2.6,No,71.5,4.8,Good,0,PhD,Medium,6.3,No,2.23,8,4.6,No,4,10.0,Dorm,No,High,5,2,10,Kinesthetic,8.6,62,21.322478180915994,-1.421047034152187,1
104557,17,Male,Computer Science,6.814381222847451,2.7,3.4,No,40.4,8.3,Poor,5,High School,High,8.5,No,4.0,5,2.7,No,1,13.9,Quiet Room,No,High,1,3,10,Reading,4.4,100,18.398829301688117,0.348952965847813,1
104560,27,Male,Computer Science,5.77295363264293,1.5,1.5,Yes,78.9,7.8,Good,0,PhD,Low,8.2,No,3.27,4,6.3,No,2,9.4,Co-Learning Group,Yes,Low,3,6,9,Visual,1.8,81,36.36960788565046,-0.381047034152187,1
104563,16,Female,Computer Science,6.752845586005852,4.5,3.6,No,94.7,7.3,Fair,3,Bachelor,High,7.6,Yes,3.34,4,8.2,No,3,15.7,Quiet Room,No,Low,9,9,6,Reading,2.4,87,55.37333380524798,-0.31104703415218715,1
104568,23,Male,Computer Science,3.8902403066303375,0.1,1.7,Yes,53.1,6.2,Fair,6,Some College,Medium,9.0,Yes,4.0,8,5.5,No,0,7.5,Quiet Room,No,Medium,9,8,7,Kinesthetic,7.0,98,21.396321686466855,0.348952965847813,1
104570,24,Other,Computer Science,6.905998455077732,3.3,0.3,Yes,46.4,6.6,Fair,5,Master,Medium,8.2,Yes,4.0,8,4.8,No,5,11.9,Library,No,Medium,9,4,10,Kinesthetic,3.6,98,33.14879258437311,0.348952965847813,1
104573,28,Male,Computer Science,2.9781887564344887,2.1,1.2,No,43.6,9.5,Good,4,Bachelor,Medium,5.0,Yes,4.0,6,5.3,No,1,7.8,Library,No,Medium,1,9,6,Kinesthetic,8.3,100,15.784400409102789,0.348952965847813,1
104575,20,Other,Computer Science,3.164849532814164,0.6,1.2,No,67.5,8.9,Good,5,Some College,High,6.3,Yes,4.0,6,4.2,No,1,5.2,Co-Learning Group,No,Medium,3,10,5,Auditory,1.1,100,13.29236803781949,0.348952965847813,1
104581,21,Other,Computer Science,2.995773356998969,4.8,3.7,No,40.1,9.0,Poor,4,PhD,High,5.3,Yes,4.0,1,2.1,No,4,12.9,Dorm,No,Medium,2,10,5,Reading,2.0,97,6.291124049697835,0.348952965847813,1
104585,18,Male,Computer Science,2.269158532964548,1.9,1.8,No,93.4,6.1,Fair,4,Some College,Medium,4.7,No,4.0,1,1.0,No,2,6.5,Co-Learning Group,Yes,Medium,9,8,7,Kinesthetic,3.1,94,2.269158532964548,0.348952965847813,1
104587,25,Female,Computer Science,2.7870620501731818,3.9,1.8,Yes,84.0,7.3,Fair,6,Master,High,6.6,No,3.28,3,8.2,No,3,8.6,Quiet Room,No,High,5,9,6,Visual,5.4,86,22.853908811420087,-0.3710470341521872,1
104591,25,Female,Computer Science,6.535867378771548,4.8,3.1,Yes,49.7,6.7,Good,2,Some College,High,6.1,Yes,2.8,4,7.3,No,2,14.6,Quiet Room,No,Low,7,3,10,Auditory,4.5,67,47.7118318650323,-0.8510470341521872,1
104592,22,Other,Computer Science,7.650724230207073,4.4,3.7,No,71.3,5.8,Fair,4,Some College,Medium,8.6,No,3.33,8,7.8,No,0,16.4,Quiet Room,No,Low,9,5,10,Visual,5.5,80,59.67564899561517,-0.32104703415218694,1
104595,19,Male,Computer Science,2.915305838248175,0.4,2.5,No,91.8,5.3,Good,4,Master,Medium,4.6,No,4.0,2,4.3,No,4,6.7,Quiet Room,Yes,Low,8,6,9,Kinesthetic,4.9,98,12.53581510446715,0.348952965847813,1
104611,21,Female,Computer Science,6.59090449830423,3.1,1.2,No,95.9,7.5,Fair,4,Master,High,10.0,No,3.92,2,5.0,No,0,11.6,Dorm,Yes,High,10,7,8,Visual,7.2,97,32.954522491521146,0.2689529658478129,1
104614,17,Other,Computer Science,4.456549798568596,2.9,0.3,No,58.3,7.7,Good,0,PhD,High,10.0,No,3.71,8,6.9,No,5,7.7,Library,No,Low,6,8,7,Kinesthetic,6.8,94,30.750193610123315,0.058952965847812955,1
104616,25,Male,Computer Science,3.114242716078567,2.0,2.0,No,51.4,8.2,Fair,6,PhD,Medium,8.9,No,4.0,1,3.8,No,1,7.7,Co-Learning Group,No,Medium,6,8,7,Reading,3.6,100,11.834122321098555,0.348952965847813,1
104617,27,Female,Computer Science,7.4238190608751715,1.8,1.4,Yes,92.7,5.6,Poor,3,PhD,High,8.6,Yes,4.0,8,3.0,No,0,11.9,Cafe,No,High,1,1,10,Reading,2.7,100,22.271457182625515,0.348952965847813,1
104620,23,Male,Computer Science,6.768197979892154,1.2,3.7,No,50.7,7.0,Fair,0,High School,Medium,5.3,No,4.0,4,4.9,No,3,11.7,Cafe,No,Low,4,4,10,Reading,3.1,100,33.164170101471555,0.348952965847813,1
104623,23,Other,Computer Science,5.005700314925439,3.0,3.5,Yes,60.7,10.6,Good,6,Bachelor,Low,6.1,No,3.85,5,7.5,No,1,11.8,Dorm,No,Low,8,3,10,Auditory,8.1,90,37.54275236194079,0.19895296584781308,1
104629,20,Female,Computer Science,4.574561906381741,4.7,2.2,No,81.5,7.9,Good,7,PhD,Low,9.1,No,3.65,1,3.9,No,5,12.8,Cafe,No,High,6,9,6,Visual,7.0,87,17.84079143488879,-0.0010470341521870985,1
104634,19,Female,Computer Science,5.845877840286692,3.8,3.7,No,56.1,7.6,Fair,1,Bachelor,Low,9.2,Yes,2.81,5,3.4,No,4,14.2,Dorm,Yes,High,10,3,10,Kinesthetic,7.0,76,19.875984656974754,-0.841047034152187,1
104635,27,Other,Computer Science,7.69307141983612,2.8,0.4,Yes,59.8,7.4,Poor,5,Bachelor,Medium,8.8,Yes,3.8,5,2.5,No,2,11.3,Co-Learning Group,Yes,Medium,5,6,9,Reading,3.7,90,19.2326785495903,0.1489529658478128,1
104638,27,Male,Computer Science,7.315983585955115,4.6,1.5,Yes,90.5,8.2,Poor,4,Some College,Medium,7.6,No,3.62,6,4.8,No,4,15.1,Quiet Room,Yes,Medium,7,6,9,Reading,6.5,92,35.11672121258455,-0.031047034152186903,1
104647,25,Female,Computer Science,1.8665663362088227,3.6,0.4,Yes,71.9,5.4,Fair,7,Master,Medium,5.2,No,4.0,6,8.2,No,5,7.8,Quiet Room,Yes,High,5,4,10,Auditory,5.5,100,15.305843956912344,0.348952965847813,1
104657,19,Female,Computer Science,4.169816621512257,2.5,1.8,No,51.9,6.5,Fair,3,PhD,High,8.3,No,4.0,5,2.1,No,5,10.1,Cafe,No,Low,4,8,7,Reading,1.7,100,8.75661490517574,0.348952965847813,1
104659,23,Female,Computer Science,4.932058355679149,3.1,2.8,Yes,40.6,7.2,Fair,1,PhD,High,7.5,No,3.65,5,4.5,No,1,12.3,Library,Yes,High,10,6,9,Auditory,5.4,83,22.19426260055617,-0.0010470341521870985,1
104665,24,Male,Computer Science,8.02647467327726,2.6,0.3,Yes,85.1,7.1,Good,6,Master,Medium,4.9,No,4.0,8,6.9,No,1,12.6,Quiet Room,Yes,High,3,8,7,Visual,1.4,92,55.3826752456131,0.348952965847813,1
104675,20,Female,Computer Science,1.6162751744008583,1.4,1.4,No,99.3,5.3,Good,3,Bachelor,High,7.8,Yes,4.0,3,5.3,No,5,5.0,Co-Learning Group,Yes,Medium,2,7,8,Kinesthetic,7.5,99,8.566258424324548,0.348952965847813,1
104680,26,Male,Computer Science,4.121727143794956,4.6,2.5,Yes,45.7,4.8,Poor,0,PhD,Low,7.1,No,4.0,2,2.3,No,4,12.5,Library,No,Low,10,5,10,Kinesthetic,1.2,93,9.479972430728399,0.348952965847813,1
104682,20,Other,Computer Science,4.357436149456243,4.3,2.5,Yes,94.0,8.3,Fair,4,Bachelor,Medium,7.0,No,2.94,1,5.2,No,3,12.0,Cafe,No,High,4,7,8,Visual,9.6,77,22.658667977172463,-0.7110470341521871,1
104683,23,Male,Computer Science,5.766694692417367,1.5,1.7,No,50.8,9.4,Good,1,Master,High,8.3,Yes,4.0,8,2.6,No,4,9.6,Cafe,Yes,Low,10,8,7,Kinesthetic,2.7,100,14.993406200285156,0.348952965847813,1
104684,28,Female,Computer Science,7.659636164367894,1.1,1.1,Yes,53.3,6.5,Fair,6,High School,Medium,7.1,Yes,4.0,3,7.0,No,0,10.9,Quiet Room,No,Medium,5,7,8,Visual,3.4,100,53.61745315057526,0.348952965847813,1
104686,22,Male,Computer Science,8.41499661134468,3.8,0.3,Yes,59.3,6.2,Fair,5,High School,Medium,10.0,No,4.0,4,3.8,No,1,13.1,Cafe,Yes,Medium,10,6,9,Kinesthetic,9.9,100,31.976987123109783,0.348952965847813,1
104693,16,Other,Computer Science,2.955594126657651,2.7,2.7,Yes,62.2,4.8,Fair,5,High School,Low,6.1,No,4.0,2,4.1,No,4,8.5,Dorm,Yes,Medium,10,1,10,Kinesthetic,6.7,100,12.117935919296368,0.348952965847813,1
104703,17,Female,Computer Science,3.4792399677649577,2.3,2.6,No,46.7,4.9,Fair,2,PhD,Medium,8.2,No,2.86,5,5.0,No,5,9.1,Dorm,No,Low,3,1,10,Kinesthetic,8.1,85,17.39619983882479,-0.7910470341521871,1
104726,23,Female,Computer Science,2.229860976122379,0.9,1.9,Yes,95.3,4.1,Poor,7,Some College,Low,7.8,Yes,3.05,8,3.9,No,5,5.6,Co-Learning Group,No,Low,5,9,6,Visual,7.6,76,8.696457806877277,-0.6010470341521872,1
104728,19,Female,Computer Science,1.9520992469094407,1.0,3.1,No,54.4,5.9,Fair,4,High School,Low,6.7,No,4.0,5,7.0,No,4,8.0,Dorm,No,Medium,3,5,10,Auditory,3.0,98,13.664694728366085,0.348952965847813,1
104735,26,Other,Computer Science,2.9318482028563246,1.9,3.5,No,44.0,7.4,Fair,3,High School,Low,3.5,No,2.9,1,7.0,No,2,9.5,Dorm,Yes,Medium,9,7,8,Kinesthetic,6.1,71,20.52293741999427,-0.7510470341521871,1
104739,24,Male,Computer Science,2.984872105318654,0.4,0.7,No,55.6,7.5,Good,1,Some College,Medium,8.5,No,2.97,4,6.4,No,2,6.0,Dorm,No,Medium,3,3,10,Kinesthetic,6.3,80,19.103181474039385,-0.6810470341521868,1
104745,25,Female,Computer Science,2.9744286536382827,3.4,3.0,Yes,78.9,4.8,Fair,7,Some College,Low,2.1,Yes,3.97,4,3.8,No,3,9.5,Cafe,Yes,Medium,4,10,5,Auditory,3.1,99,11.302828883825473,0.3189529658478132,1
104749,22,Female,Computer Science,9.340547159925444,3.4,1.6,Yes,83.9,7.5,Fair,3,High School,High,9.3,Yes,4.0,2,4.8,No,0,15.5,Cafe,No,Medium,10,7,8,Auditory,9.2,100,44.83462636764213,0.348952965847813,1
104752,17,Male,Computer Science,2.308703390321172,3.8,1.4,Yes,46.2,6.6,Good,1,Master,Medium,8.1,No,3.59,8,4.6,No,1,9.3,Quiet Room,No,Medium,8,3,10,Visual,1.9,96,10.620035595477392,-0.06104703415218715,1
104759,21,Other,Computer Science,7.086736850936527,4.6,2.6,Yes,60.5,6.6,Good,4,Some College,Medium,7.7,Yes,4.0,7,6.8,No,1,15.3,Quiet Room,No,High,6,7,8,Visual,6.8,100,48.18981058636838,0.348952965847813,1
104760,22,Other,Computer Science,2.9298532669211346,1.8,3.4,Yes,79.2,6.1,Good,5,Some College,Low,7.3,No,4.0,7,5.6,No,4,9.0,Dorm,No,High,3,10,5,Visual,9.7,92,16.407178294758353,0.348952965847813,1
104761,26,Male,Computer Science,6.388360310063097,2.5,3.7,No,72.7,6.5,Fair,6,Bachelor,Medium,6.1,No,3.2,7,8.7,Yes,0,12.8,Quiet Room,Yes,Low,9,3,10,Auditory,1.7,78,55.57873469754894,-0.45104703415218683,1
104765,16,Male,Computer Science,5.943914720895562,1.0,2.0,No,47.6,7.1,Good,4,Some College,Low,7.199999999999999,No,3.68,1,9.0,No,2,9.4,Library,No,Low,10,6,9,Reading,6.7,93,53.49523248806006,0.02895296584781315,1
104769,19,Other,Computer Science,6.61535785963336,2.6,1.3,Yes,65.1,7.7,Poor,2,Bachelor,High,9.8,No,4.0,5,4.8,No,4,12.0,Co-Learning Group,Yes,Medium,8,10,5,Visual,3.4,88,31.75371772624013,0.348952965847813,1
104776,21,Other,Computer Science,4.29353807863694,2.3,3.1,Yes,55.6,7.0,Fair,4,PhD,Medium,8.6,No,4.0,1,7.7,No,2,11.1,Co-Learning Group,No,High,2,5,10,Kinesthetic,7.6,100,33.06024320550444,0.348952965847813,1
104802,24,Female,Computer Science,5.635007599395903,1.2,0.8,No,99.8,7.4,Good,1,High School,Low,6.2,Yes,3.17,1,5.7,No,0,8.1,Co-Learning Group,Yes,Medium,10,2,10,Reading,2.9,79,32.119543316556644,-0.4810470341521871,1
104805,20,Male,Computer Science,7.02071733795758,2.2,3.6,Yes,45.6,7.0,Good,3,Bachelor,Low,6.4,Yes,4.0,1,2.8,No,1,14.1,Cafe,Yes,Medium,4,9,6,Visual,7.1,96,19.65800854628122,0.348952965847813,1
104806,16,Male,Computer Science,7.603635810214673,0.4,1.2,Yes,69.9,4.0,Fair,2,High School,Low,7.1,No,3.56,7,5.5,No,1,9.6,Cafe,Yes,Medium,9,4,10,Kinesthetic,1.4,85,41.8199969561807,-0.09104703415218696,1
104820,26,Other,Computer Science,2.2920785463355307,1.3,0.1,Yes,53.4,8.9,Good,4,PhD,Low,6.1,Yes,4.0,6,10.0,Yes,4,5.6,Quiet Room,Yes,High,2,3,10,Visual,9.7,100,22.92078546335531,0.348952965847813,1
104825,20,Other,Computer Science,1.96640515365375,1.9,1.5,No,96.6,8.8,Good,4,Bachelor,Low,4.8,Yes,4.0,3,3.8,No,1,5.4,Library,No,Medium,4,8,7,Auditory,2.7,100,7.472339583884249,0.348952965847813,1
104833,19,Female,Computer Science,8.646838806332209,2.8,3.1,No,63.8,8.9,Good,0,High School,High,7.5,Yes,4.0,6,6.1,No,0,16.5,Quiet Room,No,High,1,1,10,Kinesthetic,5.1,98,52.74571671862647,0.348952965847813,1
104845,22,Male,Computer Science,5.004841467105427,2.9,2.9,No,40.4,6.8,Good,3,Master,Low,8.4,No,3.71,2,5.1,No,5,12.0,Library,Yes,Medium,5,2,10,Kinesthetic,8.8,89,25.524691482237678,0.058952965847812955,1
104847,16,Male,Computer Science,4.352396219046423,3.3,1.8,No,72.4,6.2,Good,5,Master,Low,6.3,Yes,3.03,7,3.5,No,2,9.7,Dorm,No,High,7,2,10,Reading,4.4,69,15.233386766662482,-0.6210470341521872,1
